,,,,value,value,value,value,value,value,value,value
,,,,count,mean,std,min,25%,50%,75%,max
date,id_station,id_parameter,unit,,,,,,,,
2019-01-31,ACO,CO,15,682.0,0.3356304985337238,0.2410335640120851,0.0,0.2,0.3,0.4,1.5
2019-01-31,ACO,NO,1,682.0,8.627565982404692,13.576097687778027,0.0,1.0,3.0,9.0,93.0
2019-01-31,ACO,NO2,1,682.0,18.09824046920821,8.922444260615636,4.0,11.0,17.0,23.0,61.0
2019-01-31,ACO,NOX,1,682.0,26.725806451612904,19.214903578721817,4.0,13.0,21.0,34.0,136.0
2019-01-31,ACO,O3,1,682.0,26.49560117302053,22.400063155574895,0.0,6.0,21.0,43.0,92.0
2019-01-31,ACO,PM10,2,706.0,58.82577903682719,28.26499654226204,2.0,41.0,56.0,71.0,240.0
2019-01-31,ACO,SO2,1,682.0,2.3211143695014664,3.2267867372501247,0.0,1.0,1.0,2.0,44.0
2019-01-31,AJM,CO,15,695.0,0.2339568345323728,0.1888026076277165,0.0,0.1,0.2,0.3,1.4
2019-01-31,AJM,NO,1,695.0,4.558273381294964,8.605623616066882,0.0,0.0,1.0,5.0,81.0
2019-01-31,AJM,NO2,1,695.0,18.09064748201439,9.780390397304124,2.0,10.0,17.0,24.0,52.0
2019-01-31,AJM,NOX,1,695.0,22.641726618705036,16.203754409298355,2.0,11.0,19.0,29.0,130.0
2019-01-31,AJM,O3,1,695.0,37.49640287769784,22.053045200244483,1.0,20.0,33.0,51.0,123.0
2019-01-31,AJM,PM10,2,706.0,37.96883852691218,16.954144013085497,5.0,26.0,36.0,50.0,91.0
2019-01-31,AJM,PM2.5,2,706.0,20.97167138810198,11.382669010308794,1.0,13.0,19.0,28.0,76.0
2019-01-31,AJM,PMCO,2,706.0,16.992917847025495,8.492379946036996,3.0,11.0,16.0,22.0,68.0
2019-01-31,AJM,SO2,1,694.0,4.863112391930835,6.527110261472266,0.0,1.0,2.0,6.0,42.0
2019-01-31,AJU,O3,1,270.0,35.522222222222226,24.66288443490174,0.0,15.0,30.5,53.0,111.0
2019-01-31,AJU,PM2.5,2,265.0,15.845283018867924,10.05226052591956,1.0,8.0,14.0,22.0,50.0
2019-01-31,ATI,CO,15,684.0,0.440497076023392,0.3574110400208323,0.0,0.2,0.3,0.6,2.5
2019-01-31,ATI,NO,1,684.0,14.01608187134503,24.113288715529865,0.0,1.0,3.0,14.0,160.0
2019-01-31,ATI,NO2,1,684.0,25.235380116959064,13.417341099063671,3.0,15.0,24.0,32.0,91.0
2019-01-31,ATI,NOX,1,684.0,39.25877192982456,32.910393392039104,3.0,17.0,29.0,48.0,207.0
2019-01-31,ATI,O3,1,661.0,25.797276853252647,22.42498725037089,0.0,8.0,20.0,42.0,99.0
2019-01-31,ATI,PM10,2,696.0,49.55747126436781,25.27915230426439,1.0,30.0,46.0,66.0,135.0
2019-01-31,ATI,SO2,1,684.0,6.421052631578948,9.265779295204778,0.0,2.0,3.0,7.0,86.0
2019-01-31,BJU,CO,15,594.0,0.577946127946129,0.40088665279775687,0.0,0.3,0.5,0.8,2.4
2019-01-31,BJU,NO2,1,594.0,30.67003367003367,13.923261536121796,4.0,21.0,30.0,39.0,78.0
2019-01-31,BJU,O3,1,594.0,24.2996632996633,25.17596286392843,0.0,3.0,15.0,41.0,115.0
2019-01-31,BJU,PM10,2,208.0,60.61538461538461,23.866499753406984,16.0,44.0,56.0,73.0,143.0
2019-01-31,BJU,PM2.5,2,208.0,34.56730769230769,21.71099786894316,4.0,21.0,30.5,41.0,121.0
2019-01-31,BJU,PMCO,2,208.0,26.052884615384617,9.933211328214549,9.0,19.0,24.0,32.0,67.0
2019-01-31,BJU,SO2,1,594.0,3.6195286195286194,4.950345937800849,0.0,1.0,2.0,4.0,37.0
2019-01-31,CAM,CO,15,173.0,0.6473988439306357,0.5317332862188282,0.0,0.3,0.5,0.9,2.2
2019-01-31,CAM,NO,1,173.0,38.16184971098266,57.150834100817306,0.0,3.0,11.0,46.0,373.0
2019-01-31,CAM,NO2,1,173.0,43.6878612716763,17.0172867834157,11.0,32.0,43.0,54.0,109.0
2019-01-31,CAM,NOX,1,173.0,81.83236994219654,67.26553329418209,12.0,39.0,59.0,104.0,438.0
2019-01-31,CAM,O3,1,173.0,28.92485549132948,32.29155184368169,0.0,3.0,14.0,51.0,119.0
2019-01-31,CAM,PM10,2,178.0,71.89887640449439,30.349394745896753,21.0,51.0,63.5,87.75,204.0
2019-01-31,CAM,PM2.5,2,178.0,39.7752808988764,25.290516660825602,6.0,23.0,33.0,48.0,162.0
2019-01-31,CAM,PMCO,2,178.0,32.07303370786517,12.541017575064089,9.0,22.25,30.0,39.0,71.0
2019-01-31,CAM,SO2,1,164.0,5.567073170731708,6.127611347741387,1.0,2.0,4.0,6.0,47.0
2019-01-31,CCA,CO,15,691.0,0.5290882778581768,0.35136447407926974,0.0,0.3,0.5,0.7,2.2
2019-01-31,CCA,NO,1,691.0,13.538350217076701,24.365862723486277,0.0,1.0,3.0,14.0,164.0
2019-01-31,CCA,NO2,1,691.0,27.463096960926194,11.601587158567193,5.0,19.0,27.0,35.0,73.0
2019-01-31,CCA,NOX,1,691.0,40.97829232995659,30.736577708872385,6.0,21.0,31.0,50.0,208.0
2019-01-31,CCA,O3,1,690.0,28.51159420289855,26.32906662358261,1.0,5.25,19.0,49.75,108.0
2019-01-31,CCA,PM2.5,2,710.0,21.96056338028169,11.758194680150346,2.0,14.25,20.0,28.0,97.0
2019-01-31,CCA,SO2,1,691.0,4.586107091172214,5.751575288697719,1.0,2.0,3.0,5.0,50.0
2019-01-31,CHO,CO,15,687.0,0.507860262008734,0.45637300384362073,0.0,0.2,0.4,0.6,2.9
2019-01-31,CHO,NO,1,686.0,27.8600583090379,47.30424226894371,0.0,3.0,7.0,27.0,286.0
2019-01-31,CHO,NO2,1,686.0,22.05539358600583,10.969492868244622,4.0,12.0,22.0,30.0,61.0
2019-01-31,CHO,NOX,1,686.0,49.91836734693877,52.714842693972486,5.0,16.0,31.0,58.75,319.0
2019-01-31,CHO,O3,1,687.0,24.64046579330422,21.447617218022728,1.0,4.0,20.0,42.0,99.0
2019-01-31,CHO,PM10,2,671.0,62.397913561847986,38.02691028847912,3.0,37.0,55.0,77.5,294.0
2019-01-31,CHO,SO2,1,686.0,2.067055393586006,2.3181024998577495,0.0,1.0,1.0,2.0,23.0
2019-01-31,COY,NO,1,0.0,,,,,,,
2019-01-31,COY,NO2,1,0.0,,,,,,,
2019-01-31,COY,NOX,1,0.0,,,,,,,
2019-01-31,COY,O3,1,0.0,,,,,,,
2019-01-31,COY,PM2.5,2,0.0,,,,,,,
2019-01-31,CUA,CO,15,689.0,0.39956458635704,0.26564387929051947,0.0,0.2,0.3,0.5,2.0
2019-01-31,CUA,NO,1,690.0,10.666666666666666,21.90616395793012,0.0,1.0,3.0,9.0,181.0
2019-01-31,CUA,NO2,1,690.0,24.492753623188406,12.96855993675704,4.0,14.0,23.0,33.0,73.0
2019-01-31,CUA,NOX,1,690.0,35.143478260869564,30.483448497444225,4.0,16.0,28.0,40.0,228.0
2019-01-31,CUA,O3,1,690.0,26.207246376811593,16.79749461967442,0.0,14.0,22.0,37.0,91.0
2019-01-31,CUA,PM10,2,705.0,33.632624113475174,18.453252117197078,3.0,22.0,31.0,42.0,192.0
2019-01-31,CUA,SO2,1,690.0,4.539130434782609,5.70532349861873,0.0,1.0,3.0,6.0,53.0
2019-01-31,CUT,NO,1,682.0,28.609970674486803,44.70941013012993,0.0,1.0,5.0,39.0,223.0
2019-01-31,CUT,NO2,1,682.0,21.85483870967742,11.777466041624255,3.0,13.0,22.0,28.0,75.0
2019-01-31,CUT,NOX,1,682.0,50.46627565982405,50.56284852550808,3.0,15.0,31.0,68.75,260.0
2019-01-31,CUT,O3,1,682.0,25.791788856304986,26.699679474105416,0.0,2.0,17.0,44.0,111.0
2019-01-31,CUT,PM10,2,695.0,58.93669064748202,38.41464235102908,2.0,34.0,51.0,73.0,240.0
2019-01-31,CUT,SO2,1,682.0,7.448680351906158,11.941899472599866,1.0,2.0,4.0,7.0,148.0
2019-01-31,FAC,CO,15,691.0,0.581910274963821,0.5284155677377478,0.0,0.2,0.4,0.8,3.3
2019-01-31,FAC,NO,1,691.0,26.234442836468887,40.78043044922283,0.0,3.0,8.0,27.0,233.0
2019-01-31,FAC,NO2,1,691.0,29.81765557163531,16.243572847237637,5.0,18.0,27.0,37.0,90.0
2019-01-31,FAC,NOX,1,691.0,56.05933429811867,49.85341654295596,6.0,22.5,37.0,71.5,264.0
2019-01-31,FAC,O3,1,691.0,29.124457308248914,24.32376117081637,1.0,9.0,22.0,44.0,109.0
2019-01-31,FAC,PM10,2,703.0,41.71123755334282,23.664029623860124,1.0,24.5,37.0,56.0,161.0
2019-01-31,FAC,SO2,1,645.0,6.587596899224806,9.336389500528583,1.0,2.0,4.0,7.0,127.0
2019-01-31,GAM,NO2,1,682.0,28.197947214076247,14.169950062250248,5.0,16.0,27.0,38.0,75.0
2019-01-31,GAM,O3,1,683.0,28.724743777452417,28.841874794930618,1.0,3.0,18.0,51.0,110.0
2019-01-31,GAM,PM10,2,517.0,57.177949709864606,22.954945280754355,12.0,42.0,54.0,70.0,155.0
2019-01-31,GAM,PM2.5,2,517.0,27.13539651837524,12.473267713356352,6.0,18.0,25.0,35.0,77.0
2019-01-31,GAM,PMCO,2,517.0,30.034816247582206,13.404512524607934,3.0,21.0,28.0,37.0,85.0
2019-01-31,HGM,CO,15,687.0,0.5643377001455612,0.4116316704871679,0.0,0.3,0.5,0.7,2.4
2019-01-31,HGM,NO,1,687.0,18.852983988355167,27.097334311646144,0.0,2.0,6.0,24.0,171.0
2019-01-31,HGM,NO2,1,687.0,33.7117903930131,13.065708266454822,7.0,25.0,33.0,41.0,90.0
2019-01-31,HGM,NOX,1,687.0,52.55458515283843,35.394768746266784,8.0,28.0,41.0,66.0,227.0
2019-01-31,HGM,O3,1,687.0,26.45269286754003,25.81867169967424,0.0,4.0,17.0,44.0,108.0
2019-01-31,HGM,PM10,2,682.0,49.6099706744868,20.43392173359544,8.0,35.0,47.0,60.0,135.0
2019-01-31,HGM,PM2.5,2,682.0,28.136363636363637,15.215067025293317,3.0,18.0,24.0,35.0,115.0
2019-01-31,HGM,PMCO,2,682.0,21.45601173020528,9.977594602691694,2.0,15.0,20.0,26.0,96.0
2019-01-31,HGM,SO2,1,687.0,6.92721979621543,11.795658203902045,1.0,1.0,2.0,6.0,109.0
2019-01-31,INN,CO,15,645.0,0.16201550387596783,0.10275233932868659,0.0,0.1,0.1,0.2,0.6
2019-01-31,INN,O3,1,641.0,41.0811232449298,15.764367533661146,3.0,30.0,41.0,49.0,105.0
2019-01-31,INN,PM10,2,604.0,23.271523178807946,14.27051316297997,2.0,13.0,20.0,31.0,86.0
2019-01-31,INN,PM2.5,2,604.0,14.056291390728477,9.62877167321207,1.0,7.0,12.0,18.0,78.0
2019-01-31,INN,PMCO,2,604.0,9.211920529801324,6.9800561863891835,1.0,4.0,7.0,13.0,47.0
2019-01-31,INN,SO2,1,645.0,2.4434108527131784,2.5155369677699793,1.0,1.0,2.0,2.0,29.0
2019-01-31,IZT,CO,15,687.0,0.589519650655023,0.44085217881249733,0.0,0.3,0.5,0.8,2.6
2019-01-31,IZT,NO,1,685.0,20.227737226277373,27.850122916794394,0.0,3.0,8.0,23.0,162.0
2019-01-31,IZT,NO2,1,685.0,31.954744525547444,13.341751568392636,5.0,22.0,32.0,40.0,83.0
2019-01-31,IZT,NOX,1,685.0,52.1941605839416,35.965162981801,5.0,28.0,42.0,66.0,203.0
