,,,,value,value,value,value,value,value,value,value
,,,,count,mean,std,min,25%,50%,75%,max
date,id_station,id_parameter,unit,,,,,,,,
2018-01-31,ACO,CO,15,682.0,0.29604105571847367,0.20247844231959686,0.0,0.2,0.2,0.4,1.3
2018-01-31,ACO,NO,1,685.0,11.258394160583942,15.358354120059818,1.0,2.0,4.0,14.0,113.0
2018-01-31,ACO,NO2,1,685.0,21.106569343065694,7.456229041377406,5.0,15.0,20.0,25.0,46.0
2018-01-31,ACO,NOX,1,685.0,32.363503649635035,19.679838273982806,7.0,18.0,26.0,40.0,149.0
2018-01-31,ACO,O3,1,679.0,11.587628865979381,10.902527113783126,0.0,3.0,8.0,16.5,54.0
2018-01-31,ACO,PM10,2,703.0,66.50355618776672,35.32252175158321,2.0,42.0,60.0,85.5,190.0
2018-01-31,ACO,SO2,1,606.0,1.9752475247524752,2.093922221384735,0.0,1.0,1.0,2.0,18.0
2018-01-31,AJM,CO,15,654.0,0.39587155963302756,0.20543478418429276,0.0,0.2,0.4,0.5,1.1
2018-01-31,AJM,NO,1,659.0,6.359635811836116,9.457131426683937,0.0,1.0,3.0,7.0,57.0
2018-01-31,AJM,NO2,1,659.0,23.494688922610017,11.055176029278872,5.0,15.0,22.0,30.0,67.0
2018-01-31,AJM,NOX,1,659.0,29.85887708649469,17.655340752752725,5.0,17.0,26.0,40.0,102.0
2018-01-31,AJM,O3,1,389.0,38.15424164524421,20.838279203378377,2.0,22.0,34.0,52.0,96.0
2018-01-31,AJM,PM10,2,638.0,45.99843260188088,21.217828114076518,4.0,30.0,45.0,59.0,116.0
2018-01-31,AJM,PM2.5,2,638.0,24.46394984326019,13.49368541465577,1.0,15.0,23.0,31.0,84.0
2018-01-31,AJM,PMCO,2,638.0,21.567398119122256,11.729727284459033,2.0,13.0,20.0,28.0,100.0
2018-01-31,AJM,SO2,1,658.0,7.463525835866261,10.227966601019434,0.0,1.0,4.0,9.0,72.0
2018-01-31,AJU,O3,1,696.0,32.625,26.662913779686974,1.0,10.0,24.0,53.0,129.0
2018-01-31,AJU,PM2.5,2,682.0,25.262463343108504,16.116773718637756,1.0,15.0,23.0,33.0,146.0
2018-01-31,ATI,CO,15,668.0,0.5160179640718559,0.47843856444341293,0.0,0.2,0.3,0.7,2.8
2018-01-31,ATI,NO,1,261.0,16.877394636015325,27.28412306905813,0.0,2.0,5.0,17.0,130.0
2018-01-31,ATI,NO2,1,261.0,25.739463601532567,13.703492469623072,6.0,16.0,22.0,32.0,83.0
2018-01-31,ATI,NOX,1,261.0,42.632183908045974,36.15504484722028,7.0,20.0,28.0,48.0,175.0
2018-01-31,ATI,O3,1,669.0,26.22122571001495,23.090983107927556,1.0,8.0,20.0,39.0,96.0
2018-01-31,ATI,PM10,2,678.0,55.30825958702065,33.73623848211558,1.0,28.25,50.5,75.0,230.0
2018-01-31,ATI,SO2,1,668.0,13.625748502994012,19.389499203149846,1.0,3.0,6.5,16.0,170.0
2018-01-31,BJU,CO,15,684.0,0.6473684210526323,0.47543655389108863,0.0,0.3,0.5,0.9,3.2
2018-01-31,BJU,O3,1,681.0,28.102790014684288,28.280340414660426,1.0,4.0,18.0,46.0,116.0
2018-01-31,BJU,PM10,2,683.0,56.48609077598829,24.095016516129817,5.0,38.0,57.0,73.0,136.0
2018-01-31,BJU,PM2.5,2,683.0,30.19765739385066,15.673086007633717,2.0,18.0,29.0,41.0,81.0
2018-01-31,BJU,PMCO,2,683.0,26.30307467057101,13.394765442727136,2.0,17.0,25.0,34.0,105.0
2018-01-31,BJU,SO2,1,679.0,8.893961708394698,12.929258696727693,0.0,2.0,4.0,9.0,85.0
2018-01-31,CAM,CO,15,287.0,0.48432055749128883,0.4688903822748962,0.0,0.2,0.3,0.7,2.9
2018-01-31,CAM,NO,1,288.0,32.451388888888886,44.5942340706731,1.0,5.0,10.0,45.25,275.0
2018-01-31,CAM,NO2,1,288.0,37.78819444444444,15.438771938161905,12.0,27.75,36.0,42.0,94.0
2018-01-31,CAM,NOX,1,288.0,70.23611111111111,53.17579629543048,14.0,33.0,49.0,94.25,318.0
2018-01-31,CAM,O3,1,288.0,26.65277777777778,25.619792937618982,5.0,6.0,16.0,38.0,107.0
2018-01-31,CAM,PM10,2,254.0,66.46062992125984,31.357501658671207,10.0,41.0,62.5,88.0,171.0
2018-01-31,CAM,PM2.5,2,254.0,30.948818897637796,17.931835651287347,1.0,17.0,29.0,43.0,104.0
2018-01-31,CAM,PMCO,2,254.0,35.488188976377955,18.97652643664035,7.0,21.0,32.0,46.0,123.0
2018-01-31,CAM,SO2,1,263.0,8.129277566539924,14.742782496382418,1.0,2.0,3.0,5.0,83.0
2018-01-31,CCA,CO,15,336.0,0.4330357142857145,0.27254085587975163,0.1,0.275,0.4,0.5,1.6
2018-01-31,CCA,NO,1,693.0,16.747474747474747,27.904223272066734,1.0,2.0,5.0,18.0,248.0
2018-01-31,CCA,NO2,1,693.0,30.98845598845599,13.354866816980554,9.0,21.0,29.0,38.0,93.0
2018-01-31,CCA,NOX,1,693.0,47.72871572871573,35.1102515898258,10.0,25.0,37.0,57.0,295.0
2018-01-31,CCA,O3,1,201.0,22.686567164179106,21.19330716657304,0.0,7.0,16.0,29.0,95.0
2018-01-31,CCA,PM2.5,2,699.0,26.17167381974249,13.756446737819843,1.0,17.0,24.0,33.0,80.0
2018-01-31,CCA,SO2,1,693.0,6.028860028860029,8.928863277099213,0.0,1.0,3.0,7.0,86.0
2018-01-31,CHO,CO,15,0.0,,,,,,,
2018-01-31,CHO,NO,1,0.0,,,,,,,
2018-01-31,CHO,NO2,1,0.0,,,,,,,
2018-01-31,CHO,NOX,1,0.0,,,,,,,
2018-01-31,CHO,O3,1,0.0,,,,,,,
2018-01-31,CHO,PM10,2,0.0,,,,,,,
2018-01-31,CHO,SO2,1,0.0,,,,,,,
2018-01-31,COY,NO,1,0.0,,,,,,,
2018-01-31,COY,NO2,1,0.0,,,,,,,
2018-01-31,COY,NOX,1,0.0,,,,,,,
2018-01-31,COY,O3,1,0.0,,,,,,,
2018-01-31,COY,PM2.5,2,0.0,,,,,,,
2018-01-31,CUA,CO,15,684.0,0.4172514619883035,0.3437295081043179,0.0,0.2,0.3,0.5,2.7
2018-01-31,CUA,NO,1,678.0,14.93362831858407,28.822484588165878,0.0,2.0,4.0,13.0,249.0
2018-01-31,CUA,NO2,1,678.0,29.37905604719764,14.140651488309894,4.0,19.0,27.0,38.0,93.0
2018-01-31,CUA,NOX,1,678.0,44.28171091445428,37.854248842291014,4.0,22.0,33.0,52.0,310.0
2018-01-31,CUA,O3,1,383.0,18.63968668407311,12.278218568280858,1.0,9.0,16.0,28.0,48.0
2018-01-31,CUA,PM10,2,692.0,39.615606936416185,18.554872330074478,1.0,27.0,38.0,50.0,137.0
2018-01-31,CUA,SO2,1,680.0,7.194117647058824,10.342612175535367,0.0,2.0,3.0,9.0,82.0
2018-01-31,CUT,NO,1,683.0,29.98389458272328,46.07269569519768,1.0,2.0,7.0,41.0,257.0
2018-01-31,CUT,NO2,1,683.0,24.045387994143486,13.328446909773813,4.0,13.5,22.0,32.0,84.0
2018-01-31,CUT,NOX,1,683.0,54.05270863836017,53.16441192876769,4.0,17.0,36.0,71.5,297.0
2018-01-31,CUT,O3,1,683.0,26.439238653001464,25.891387974904088,0.0,3.0,19.0,45.0,115.0
2018-01-31,CUT,PM10,2,674.0,72.53412462908013,53.1527798114482,1.0,34.0,59.0,96.75,332.0
2018-01-31,CUT,SO2,1,681.0,11.468428781204112,22.50619428522099,0.0,3.0,4.0,10.0,354.0
2018-01-31,FAC,CO,15,647.0,0.5499227202472952,0.5764435321186122,0.0,0.2,0.3,0.8,3.9
2018-01-31,FAC,NO,1,645.0,28.87441860465116,44.779772148196386,0.0,4.0,9.0,33.0,329.0
2018-01-31,FAC,NO2,1,645.0,33.688372093023254,18.462079769802454,6.0,21.0,29.0,41.0,128.0
2018-01-31,FAC,NOX,1,645.0,62.57984496124031,55.58010192316658,6.0,26.0,38.0,81.0,381.0
2018-01-31,FAC,O3,1,628.0,26.412420382165607,23.476282888209525,0.0,7.75,18.0,42.0,103.0
2018-01-31,FAC,PM10,2,635.0,41.28346456692913,27.625737107883104,1.0,20.0,35.0,58.5,189.0
2018-01-31,FAC,SO2,1,645.0,11.089922480620155,15.230362802012822,0.0,3.0,5.0,13.0,109.0
2018-01-31,GAM,O3,1,669.0,26.150971599402094,27.453219652058355,1.0,2.0,16.0,44.0,105.0
2018-01-31,GAM,PM10,2,0.0,,,,,,,
2018-01-31,GAM,PM2.5,2,654.0,35.68807339449541,19.650404255394452,1.0,21.0,33.0,48.0,120.0
2018-01-31,GAM,PMCO,2,0.0,,,,,,,
2018-01-31,HGM,CO,15,688.0,0.6026162790697674,0.4937974684829464,0.0,0.2,0.5,0.8,3.3
2018-01-31,HGM,NO,1,692.0,23.920520231213874,34.77732823978025,0.0,2.0,8.5,31.0,211.0
2018-01-31,HGM,NO2,1,692.0,38.22832369942196,15.881522492033495,5.0,27.0,36.0,48.0,104.0
2018-01-31,HGM,NOX,1,692.0,62.130057803468205,45.00400842088902,5.0,32.0,47.5,79.0,269.0
2018-01-31,HGM,O3,1,370.0,24.767567567567568,23.21211315928111,0.0,6.0,16.0,39.0,101.0
2018-01-31,HGM,PM10,2,700.0,58.21857142857143,25.879979352572846,5.0,38.0,56.0,76.0,171.0
2018-01-31,HGM,PM2.5,2,700.0,31.047142857142855,16.97298384687436,1.0,18.75,29.0,41.0,107.0
2018-01-31,HGM,PMCO,2,700.0,27.164285714285715,14.693049515571458,2.0,17.0,25.0,35.0,144.0
2018-01-31,HGM,SO2,1,689.0,9.924528301886792,14.850029141762274,0.0,2.0,4.0,10.0,110.0
2018-01-31,INN,CO,15,695.0,0.23151079136690542,0.11712153881571125,0.0,0.2,0.2,0.3,0.8
2018-01-31,INN,O3,1,688.0,42.60174418604651,17.64508904083694,1.0,31.0,41.0,53.0,111.0
2018-01-31,INN,PM10,2,663.0,32.119155354449475,19.15730661832654,2.0,19.0,29.0,41.0,148.0
2018-01-31,INN,PM2.5,2,663.0,18.019607843137255,10.886307893122716,1.0,10.0,17.0,24.0,71.0
2018-01-31,INN,PMCO,2,663.0,14.093514328808446,11.117893508207352,1.0,6.0,11.0,19.0,94.0
2018-01-31,INN,SO2,1,693.0,3.272727272727273,6.173485930484783,0.0,1.0,1.0,2.0,56.0
2018-01-31,IZT,CO,15,0.0,,,,,,,
2018-01-31,IZT,NO,1,465.0,28.131182795698926,38.5377948681065,0.0,5.0,10.0,37.0,223.0
2018-01-31,IZT,NO2,1,465.0,37.54408602150538,15.84511143994603,6.0,27.0,35.0,46.0,92.0
2018-01-31,IZT,NOX,1,465.0,65.68817204301075,48.467012087191776,6.0,32.0,49.0,85.0,277.0
2018-01-31,IZT,O3,1,196.0,20.806122448979593,20.2358697332695,0.0,4.0,15.0,28.25,89.0
2018-01-31,IZT,PM10,2,476.0,58.24579831932773,28.109793820384063,2.0,37.0,54.0,77.25,177.0
2018-01-31,IZT,SO2,1,465.0,7.122580645161291,11.073423926855183,0.0,2.0,3.0,7.0,86.0
2018-01-31,LLA,CO,15,694.0,0.6239193083573481,0.5107826373031608,0.0,0.3,0.5,0.8,3.5
2018-01-31,LLA,NO,1,694.0,35.30691642651297,53.255538863356605,0.0,4.0,11.0,46.75,333.0
2018-01-31,LLA,NO2,1,694.0,31.03602305475504,13.842762624937885,5.0,20.0,29.0,40.0,87.0
2018-01-31,LLA,NOX,1,694.0,66.36023054755043,60.44641458845199,5.0,26.0,43.0,90.75,386.0
