,,,,,value,value,value,value,value,value,value,value
,,,,,count,mean,std,min,25%,50%,75%,max
date,id_station,id_parameter,hour,unit,,,,,,,,
2010-01-03,ACO,O3,0,1,3.0,10.700000000000001,12.347874310989726,1.0,3.75,6.5,15.55,24.6
2010-01-03,ACO,O3,6,1,3.0,16.166666666666668,13.811227316933133,5.166666666666667,8.416666666666666,11.666666666666666,21.666666666666668,31.666666666666668
2010-01-03,ACO,O3,12,1,3.0,38.38888888888889,15.148646193026007,22.166666666666668,31.5,40.833333333333336,46.5,52.16666666666666
2010-01-03,ACO,O3,18,1,3.0,22.444444444444443,11.59781269288564,13.333333333333334,15.916666666666668,18.5,27.0,35.5
2010-01-03,ACO,PM2.5,0,2,2.0,27.9,23.900209204105305,11.0,19.45,27.9,36.349999999999994,44.8
2010-01-03,ACO,PM2.5,6,2,3.0,17.92222222222222,6.3854290148512085,10.6,15.716666666666665,20.83333333333333,21.58333333333333,22.33333333333333
2010-01-03,ACO,PM2.5,12,2,3.0,16.638888888888886,10.371680638125106,4.75,13.041666666666664,21.33333333333333,22.58333333333333,23.83333333333333
2010-01-03,ACO,PM2.5,18,2,3.0,15.755555555555555,5.713661341550261,9.666666666666666,13.133333333333333,16.6,18.8,21.0
2010-01-03,ACO,SO2,0,1,3.0,1.1333333333333333,1.4742229591663987,0.0,0.3,0.6,1.7,2.8
2010-01-03,ACO,SO2,6,1,3.0,1.1666666666666667,1.2018504251546631,0.1666666666666666,0.5,0.8333333333333334,1.6666666666666667,2.5
2010-01-03,ACO,SO2,12,1,3.0,7.166666666666667,9.293067906300433,0.0,1.9166666666666667,3.8333333333333335,10.75,17.666666666666668
2010-01-03,ACO,SO2,18,1,3.0,2.8888888888888893,2.9360467248275137,0.1666666666666666,1.3333333333333333,2.5,4.25,6.0
2010-01-03,ARA,SO2,0,1,0.0,,,,,,,
2010-01-03,ARA,SO2,6,1,0.0,,,,,,,
2010-01-03,ARA,SO2,12,1,0.0,,,,,,,
2010-01-03,ARA,SO2,18,1,0.0,,,,,,,
2010-01-03,ATI,NO,0,1,3.0,0.13333333333333333,0.11547005383792516,0.0,0.1,0.2,0.2,0.2
2010-01-03,ATI,NO,6,1,3.0,15.999999999999995,22.827249797847596,0.1666666666666666,2.916666666666667,5.666666666666667,23.91666666666666,42.16666666666666
2010-01-03,ATI,NO,12,1,3.0,4.333333333333333,3.7859388972001824,0.0,3.0,6.0,6.5,7.0
2010-01-03,ATI,NO,18,1,3.0,2.9444444444444446,5.099927377841695,0.0,0.0,0.0,4.416666666666667,8.833333333333334
2010-01-03,ATI,NO2,0,1,3.0,22.2,4.762352359916263,16.8,20.4,24.0,24.9,25.8
2010-01-03,ATI,NO2,6,1,3.0,21.166666666666668,9.010795993942178,11.5,17.083333333333336,22.666666666666668,26.0,29.33333333333333
2010-01-03,ATI,NO2,12,1,3.0,21.38888888888889,13.238552007650204,9.833333333333334,14.166666666666668,18.5,27.166666666666668,35.833333333333336
2010-01-03,ATI,NO2,18,1,3.0,22.944444444444443,4.504113346379844,18.33333333333333,20.75,23.166666666666668,25.25,27.33333333333333
2010-01-03,ATI,NOX,0,1,3.0,20.333333333333332,3.75410886008029,16.0,19.2,22.4,22.5,22.6
2010-01-03,ATI,NOX,6,1,3.0,36.44444444444445,31.85092591246731,9.666666666666666,18.833333333333332,28.0,49.833333333333336,71.66666666666667
2010-01-03,ATI,NOX,12,1,3.0,25.5,16.374098787753514,9.833333333333334,17.0,24.166666666666668,33.333333333333336,42.5
2010-01-03,ATI,NOX,18,1,3.0,25.055555555555554,10.193044106063123,16.5,19.416666666666664,22.33333333333333,29.333333333333332,36.333333333333336
2010-01-03,ATI,SO2,0,1,3.0,14.200000000000001,8.229216244576394,5.6,10.3,15.0,18.5,22.0
2010-01-03,ATI,SO2,6,1,3.0,9.555555555555555,4.726795171423508,4.166666666666667,7.833333333333334,11.5,12.25,13.0
2010-01-03,ATI,SO2,12,1,3.0,6.388888888888888,2.8349668493717943,3.1666666666666665,5.333333333333333,7.5,8.0,8.5
2010-01-03,ATI,SO2,18,1,3.0,14.444444444444443,10.92948780610069,4.833333333333333,8.5,12.166666666666666,19.249999999999996,26.33333333333333
2010-01-03,AZC,NO,0,1,3.0,5.933333333333334,5.139390365922143,0.0,4.4,8.8,8.9,9.0
2010-01-03,AZC,NO,6,1,3.0,18.166666666666668,21.013884299037468,0.3333333333333333,6.583333333333334,12.833333333333334,27.083333333333336,41.333333333333336
2010-01-03,AZC,NO,12,1,3.0,8.0,6.97814047181944,0.0,5.583333333333333,11.166666666666666,12.0,12.833333333333334
2010-01-03,AZC,NO,18,1,3.0,3.5555555555555554,2.2750661366048077,1.5,2.333333333333333,3.1666666666666665,4.583333333333333,6.0
2010-01-03,AZC,NO2,0,1,3.0,31.13333333333333,8.467191584777877,23.8,26.5,29.2,34.8,40.4
2010-01-03,AZC,NO2,6,1,3.0,24.0,11.566234381931649,11.333333333333334,19.0,26.666666666666668,30.333333333333336,34.0
2010-01-03,AZC,NO2,12,1,3.0,24.61111111111111,16.01417196434782,9.0,16.416666666666664,23.83333333333333,32.416666666666664,41.0
2010-01-03,AZC,NO2,18,1,3.0,28.222222222222225,1.3574213025411783,26.666666666666668,27.75,28.83333333333333,29.0,29.166666666666668
2010-01-03,AZC,NOX,0,1,3.0,36.6,13.471451295239131,22.4,30.3,38.2,43.7,49.2
2010-01-03,AZC,NOX,6,1,3.0,41.61111111111111,32.23625173505639,10.666666666666666,24.91666666666666,39.16666666666666,57.08333333333333,75.0
2010-01-03,AZC,NOX,12,1,3.0,32.5,22.784009987513418,8.5,21.833333333333332,35.166666666666664,44.5,53.833333333333336
2010-01-03,AZC,NOX,18,1,3.0,31.444444444444443,1.7023948273382834,29.5,30.833333333333332,32.166666666666664,32.416666666666664,32.666666666666664
