,,,,,value,value,value,value,value,value,value,value
,,,,,count,mean,std,min,25%,50%,75%,max
date,id_station,id_parameter,hour,unit,,,,,,,,
2019-01-31,ACO,CO,0,15,31.0,0.32354838709677414,0.2443160301344248,0.06,0.18,0.26,0.41999999999999993,1.35
2019-01-31,ACO,CO,6,15,31.0,0.4801075268817204,0.16080925869550652,0.1,0.4,0.5166666666666666,0.5833333333333334,0.7666666666666667
2019-01-31,ACO,CO,12,15,30.0,0.21255555555555555,0.09148281807287247,0.0999999999999999,0.12499999999999994,0.2,0.26249999999999996,0.4333333333333333
2019-01-31,ACO,CO,18,15,30.0,0.3244444444444445,0.18981405164472942,0.0999999999999999,0.20416666666666658,0.27499999999999997,0.41666666666666663,0.7666666666666666
2019-01-31,ACO,NO,0,1,31.0,6.751612903225807,6.198810152910635,0.0,2.1,4.4,10.600000000000001,21.2
2019-01-31,ACO,NO,6,1,31.0,20.736559139784944,10.82596109783128,1.3333333333333333,14.083333333333334,20.666666666666668,26.5,42.0
2019-01-31,ACO,NO,12,1,30.0,2.0144444444444445,1.0031247476058296,0.5,1.3333333333333333,1.8333333333333333,2.5,4.0
2019-01-31,ACO,NO,18,1,30.0,4.1000000000000005,5.2972196856905445,0.1666666666666666,0.5416666666666666,1.8333333333333333,6.291666666666667,20.166666666666668
2019-01-31,ACO,NO2,0,1,31.0,21.54193548387097,6.857004894925499,6.5,18.0,23.0,24.8,33.4
2019-01-31,ACO,NO2,6,1,31.0,20.193548387096772,4.9607901054901316,7.666666666666667,17.5,21.0,23.416666666666664,28.166666666666668
2019-01-31,ACO,NO2,12,1,30.0,10.479999999999999,3.258782416064172,5.4,7.916666666666666,10.666666666666666,12.125,18.5
2019-01-31,ACO,NO2,18,1,30.0,20.67222222222222,8.245221922217471,10.0,15.041666666666668,18.25,24.291666666666664,42.5
2019-01-31,ACO,NOX,0,1,31.0,28.267741935483873,11.022261930498482,6.5,22.1,26.6,36.75,49.2
2019-01-31,ACO,NOX,6,1,31.0,40.913978494623656,13.642313733906606,8.833333333333334,35.91666666666667,40.66666666666666,50.41666666666666,64.83333333333333
2019-01-31,ACO,NOX,12,1,30.0,12.527777777777777,4.021513823860919,7.0,9.75,12.5,14.208333333333334,22.83333333333333
2019-01-31,ACO,NOX,18,1,30.0,24.794444444444444,12.773122173683962,11.0,16.25,20.083333333333336,30.375,52.0
2019-01-31,ACO,O3,0,1,31.0,7.396774193548389,4.637203458333318,1.5,4.2,6.0,10.4,17.6
2019-01-31,ACO,O3,6,1,31.0,11.010752688172042,2.767515092090057,6.333333333333333,9.25,10.166666666666666,12.666666666666668,18.83333333333333
2019-01-31,ACO,O3,12,1,30.0,54.97888888888891,9.39517477579254,38.2,49.666666666666664,54.41666666666666,62.416666666666664,71.83333333333333
2019-01-31,ACO,O3,18,1,30.0,28.533333333333335,8.278023344862243,13.166666666666666,22.708333333333332,26.5,34.625,48.333333333333336
2019-01-31,ACO,PM10,0,2,31.0,64.83870967741935,36.32767244052717,15.0,44.5,63.4,78.0,205.8
2019-01-31,ACO,PM10,6,2,31.0,56.10752688172043,19.665421259394336,13.666666666666666,46.58333333333333,59.16666666666666,65.66666666666666,123.66666666666669
2019-01-31,ACO,PM10,12,2,31.0,46.26881720430106,14.314113562246156,13.0,39.5,48.5,56.66666666666667,70.83333333333333
2019-01-31,ACO,PM10,18,2,31.0,68.68924731182794,17.734729241418595,25.5,55.0,74.16666666666667,82.41666666666666,95.83333333333331
2019-01-31,ACO,SO2,0,1,31.0,1.4483870967741934,0.9175587057483697,0.0,1.0,1.2,1.45,4.6
2019-01-31,ACO,SO2,6,1,31.0,2.419354838709677,2.1286715417967694,0.3333333333333333,1.25,1.6666666666666667,2.5,9.333333333333334
2019-01-31,ACO,SO2,12,1,30.0,3.455555555555556,3.0896357872042843,1.0,1.25,2.083333333333333,4.291666666666666,12.0
2019-01-31,ACO,SO2,18,1,30.0,1.7055555555555557,0.8242996950312476,0.8333333333333334,1.0,1.5,1.9583333333333333,3.8333333333333335
2019-01-31,AJM,CO,0,15,31.0,0.11516129032258066,0.06994621589678436,0.0,0.06,0.1,0.16,0.24
2019-01-31,AJM,CO,6,15,31.0,0.29462365591397854,0.13266409103964025,0.0833333333333333,0.21666666666666665,0.2833333333333332,0.375,0.6
2019-01-31,AJM,CO,12,15,31.0,0.26397849462365586,0.15324253194259363,0.05,0.14166666666666666,0.2333333333333333,0.3416666666666667,0.6333333333333334
2019-01-31,AJM,CO,18,15,31.0,0.22688172043010746,0.11884298849313112,0.0333333333333333,0.12499999999999994,0.2166666666666666,0.30000000000000004,0.5
2019-01-31,AJM,NO,0,1,31.0,0.3290322580645161,0.8525231368852879,0.0,0.0,0.0,0.2,4.2
2019-01-31,AJM,NO,6,1,31.0,11.16129032258065,7.66116757746104,2.1666666666666665,6.5,8.666666666666666,14.333333333333334,33.333333333333336
2019-01-31,AJM,NO,12,1,31.0,4.575268817204301,2.191244661389799,1.0,3.083333333333333,4.0,5.416666666666667,10.0
2019-01-31,AJM,NO,18,1,31.0,1.0215053763440862,0.7778673783515186,0.0,0.5,0.8333333333333334,1.25,3.0
2019-01-31,AJM,NO2,0,1,31.0,11.483870967741938,5.599172365876559,3.0,7.0,10.4,15.2,22.2
2019-01-31,AJM,NO2,6,1,31.0,20.016129032258068,6.027768280388269,7.666666666666667,16.75,20.5,23.75,32.5
2019-01-31,AJM,NO2,12,1,31.0,18.758064516129032,8.20307515843651,7.333333333333333,13.333333333333334,15.5,26.166666666666664,39.16666666666666
2019-01-31,AJM,NO2,18,1,31.0,19.88172043010753,8.657708356054425,5.833333333333333,12.75,21.83333333333333,26.333333333333336,35.166666666666664
2019-01-31,AJM,NOX,0,1,31.0,11.864516129032259,6.210987489232115,3.0,6.9,10.6,15.3,27.0
