,,,,,value,value,value,value,value,value,value,value
2010-01-31,AZC,O3,0,1,28.0,6.2928571428571445,7.030827809194283,0.8,1.2,3.3,9.05,27.0
2010-01-31,AZC,O3,6,1,28.0,7.064285714285717,5.044664121268519,1.6666666666666667,4.416666666666667,6.5,7.708333333333334,24.166666666666668
2010-01-31,AZC,O3,12,1,28.0,47.86428571428571,25.986132624369304,4.5,29.45833333333333,47.33333333333333,59.58333333333333,99.5
2010-01-31,AZC,O3,18,1,28.0,12.394642857142857,7.618413708885947,1.0,6.5,12.0,16.916666666666668,29.666666666666668
2010-01-31,AZC,SO2,0,1,30.0,11.326666666666666,18.678734604806117,1.0,2.0,3.7,12.2,89.4
2010-01-31,AZC,SO2,6,1,30.0,8.344444444444445,6.795069958017728,1.0,3.658333333333333,6.333333333333333,11.625,28.4
2010-01-31,AZC,SO2,12,1,30.0,5.116666666666666,4.522432380480146,1.3333333333333333,1.875,3.333333333333333,6.666666666666666,19.0
2010-01-31,AZC,SO2,18,1,30.0,11.394444444444446,14.816404089403248,1.0,1.875,3.833333333333333,17.25,58.0
2010-01-31,CAM,PM2.5,0,2,0.0,,,,,,,
2010-01-31,CAM,PM2.5,6,2,0.0,,,,,,,
2010-01-31,CAM,PM2.5,12,2,0.0,,,,,,,
2010-01-31,CAM,PM2.5,18,2,0.0,,,,,,,
2010-01-31,CES,NO,0,1,31.0,12.974193548387095,10.958070625249546,1.0,4.6,11.2,18.1,45.8
2010-01-31,CES,NO,6,1,31.0,78.28602150537637,37.59235617160562,1.8333333333333333,48.66666666666666,77.33333333333333,109.08333333333334,143.16666666666666
2010-01-31,CES,NO,12,1,31.0,23.88548387096774,11.76348929553696,5.833333333333333,16.583333333333336,19.33333333333333,29.916666666666668,54.833333333333336
2010-01-31,CES,NO,18,1,31.0,28.06989247311828,19.612202087700233,6.0,16.25,23.83333333333333,35.16666666666667,107.0
2010-01-31,CES,NO2,0,1,31.0,26.793548387096777,9.650489987003112,8.4,21.0,25.8,35.1,43.6
2010-01-31,CES,NO2,6,1,31.0,35.14354838709678,11.582519297870544,10.333333333333334,29.25,30.666666666666668,40.66666666666667,68.33333333333333
2010-01-31,CES,NO2,12,1,31.0,33.625806451612895,13.88240749127769,11.166666666666666,25.0,32.0,43.83333333333333,66.83333333333333
2010-01-31,CES,NO2,18,1,31.0,37.104838709677416,12.558529043338535,12.25,28.25,38.66666666666666,45.83333333333333,62.16666666666666
2010-01-31,CES,NOX,0,1,31.0,39.71612903225808,16.638411317875146,15.0,26.1,40.2,51.7,66.4
2010-01-31,CES,NOX,6,1,31.0,113.35430107526882,46.61032471216005,12.333333333333334,79.41666666666667,106.33333333333331,146.58333333333331,196.0
2010-01-31,CES,NOX,12,1,31.0,57.34784946236559,19.832302840612538,21.666666666666668,42.83333333333333,61.5,70.54166666666666,106.5
2010-01-31,CES,NOX,18,1,31.0,65.13172043010752,23.969113750376643,18.25,51.08333333333333,65.0,77.41666666666666,138.83333333333334
2010-01-31,CES,O3,0,1,31.0,7.0451612903225795,5.891397044826036,1.0,2.8,5.6,8.5,25.6
2010-01-31,CES,O3,6,1,31.0,6.354838709677419,4.302708435453846,1.6666666666666667,4.0,5.666666666666667,7.5,24.666666666666668
2010-01-31,CES,O3,12,1,31.0,38.929032258064524,17.48654030948435,4.0,28.5,38.66666666666666,46.83333333333333,79.0
2010-01-31,CES,O3,18,1,31.0,13.801075268817202,7.887333886827277,1.0,8.583333333333332,11.666666666666666,21.166666666666664,28.666666666666668
2010-01-31,CES,PM10,0,2,31.0,25.327419354838714,15.691865401696074,2.5,12.2,23.0,39.2,64.4
2010-01-31,CES,PM10,6,2,31.0,51.16666666666667,20.895115502237644,19.33333333333333,33.71666666666667,50.833333333333336,67.66666666666666,90.5
2010-01-31,CES,PM10,12,2,31.0,47.16720430107526,15.636216557077761,18.2,33.91666666666667,48.5,60.083333333333336,76.5
2010-01-31,CES,PM10,18,2,31.0,43.18548387096775,16.748683055987307,16.5,23.916666666666664,47.66666666666666,54.83333333333333,73.83333333333333
2010-01-31,CES,SO2,0,1,31.0,5.551612903225806,3.1087908654589946,2.5,4.0,4.4,5.699999999999999,18.0
2010-01-31,CES,SO2,6,1,31.0,8.582795698924732,4.3804436691220285,3.6666666666666665,6.0,7.5,8.633333333333333,20.5
2010-01-31,CES,SO2,12,1,31.0,6.455376344086022,2.178902999119027,3.8333333333333335,4.733333333333333,5.666666666666667,7.708333333333334,13.166666666666666
2010-01-31,CES,SO2,18,1,31.0,6.736559139784947,4.7779924099493964,4.0,4.75,5.5,6.166666666666667,28.33333333333333
2010-01-31,CHO,CO,0,15,27.0,0.7170370370370371,0.24730570951782324,0.38,0.51,0.68,0.94,1.1800000000000002
2010-01-31,CHO,CO,6,15,27.0,1.6376543209876546,0.7686495065660851,0.4499999999999999,0.8250000000000001,1.6833333333333331,2.1550000000000002,2.966666666666667
2010-01-31,CHO,CO,12,15,28.0,0.7826190476190477,0.25726818586669764,0.4833333333333333,0.6166666666666667,0.7333333333333334,0.8833333333333333,1.7666666666666668
2010-01-31,CHO,CO,18,15,28.0,0.8922619047619048,0.2477670709718422,0.6166666666666666,0.6916666666666667,0.8166666666666667,1.0291666666666668,1.5666666666666664
2010-01-31,CHO,O3,0,1,27.0,11.133333333333333,8.716032972013746,1.6,4.0,8.6,15.8,36.0
2010-01-31,CHO,O3,6,1,27.0,10.790123456790125,5.944967093673099,2.4,7.666666666666666,10.833333333333334,11.75,24.0
2010-01-31,CHO,O3,12,1,28.0,45.936309523809534,15.91151461673555,11.666666666666666,35.208333333333336,47.516666666666666,55.45833333333333,77.16666666666667
2010-01-31,CHO,O3,18,1,28.0,27.321428571428573,11.643533376451334,3.8333333333333335,18.70833333333333,25.833333333333336,32.625,51.333333333333336
2010-01-31,CHO,SO2,0,1,27.0,4.881481481481483,2.4376907478874714,1.6,2.9,4.6,5.800000000000001,13.2
2010-01-31,CHO,SO2,6,1,27.0,6.062962962962964,2.357228079020827,2.6666666666666665,4.0,6.0,7.666666666666667,10.5
2010-01-31,CHO,SO2,12,1,28.0,5.072023809523809,3.0367605573274425,2.25,3.458333333333333,3.916666666666667,5.291666666666666,17.333333333333332
2010-01-31,CHO,SO2,18,1,28.0,4.803571428571429,1.4451946566231277,2.1666666666666665,3.791666666666667,4.583333333333333,5.833333333333333,8.5
2010-01-31,COY,O3,0,1,31.0,5.516129032258063,7.254014831994467,0.6,1.2,2.0,6.3,27.2
2010-01-31,COY,O3,6,1,31.0,7.3043010752688176,4.740071431994059,1.1666666666666667,4.166666666666667,6.833333333333333,8.25,24.83333333333333
2010-01-31,COY,O3,12,1,31.0,49.60913978494623,23.564178651751494,3.1666666666666665,35.63333333333333,47.833333333333336,61.58333333333333,116.0
2010-01-31,COY,O3,18,1,30.0,14.832777777777777,8.862617348771947,1.0,8.25,13.166666666666668,21.458333333333332,38.333333333333336
2010-01-31,COY,PM2.5,0,2,30.0,18.706666666666667,14.533740371817652,2.0,11.05,17.299999999999997,22.2,79.6
2010-01-31,COY,PM2.5,6,2,30.0,23.144444444444442,10.29746586887094,9.0,16.083333333333332,22.416666666666664,27.666666666666668,46.5
2010-01-31,COY,PM2.5,12,2,30.0,23.74388888888889,16.25542613994047,2.5,10.625,19.725,32.20833333333333,53.75
2010-01-31,COY,PM2.5,18,2,30.0,19.69555555555555,12.92982232036739,3.0,9.916666666666668,16.791666666666664,27.666666666666668,58.0
2010-01-31,CUA,O3,0,1,0.0,,,,,,,
2010-01-31,CUA,O3,6,1,0.0,,,,,,,
2010-01-31,CUA,O3,12,1,0.0,,,,,,,
2010-01-31,CUA,O3,18,1,0.0,,,,,,,
2010-01-31,FAC,CO,0,15,31.0,0.9625806451612902,0.39255545461276753,0.4,0.6,0.9,1.3399999999999999,1.6800000000000002
2010-01-31,FAC,CO,6,15,31.0,2.074462365591398,0.9480997942372607,0.5166666666666666,1.3583333333333336,2.016666666666667,2.9166666666666665,3.6166666666666663
2010-01-31,FAC,CO,12,15,31.0,1.335483870967742,0.5039793855183752,0.5666666666666668,1.05,1.3333333333333333,1.6416666666666666,2.6666666666666665
2010-01-31,FAC,CO,18,15,31.0,1.4010752688172043,0.6815279060598702,0.6666666666666666,0.875,1.2500000000000002,1.85,3.583333333333333
2010-01-31,FAC,NO,0,1,31.0,11.832258064516129,13.83301333999632,0.0,1.8,6.2,17.299999999999997,45.8
2010-01-31,FAC,NO,6,1,31.0,79.88172043010753,51.84916145520701,0.8333333333333334,43.41666666666667,69.66666666666667,119.83333333333334,181.33333333333331
2010-01-31,FAC,NO,12,1,31.0,15.63978494623656,9.013888129518222,1.1666666666666667,10.583333333333334,13.333333333333334,18.666666666666668,45.5
2010-01-31,FAC,NO,18,1,31.0,31.792473118279563,31.247202789983092,2.333333333333333,7.533333333333333,19.666666666666668,52.41666666666667,109.33333333333331
2010-01-31,FAC,NO2,0,1,31.0,25.41290322580645,9.796317060864723,7.0,18.8,26.2,31.4,46.2
2010-01-31,FAC,NO2,6,1,31.0,37.54301075268817,14.321827923755343,11.333333333333334,25.58333333333333,35.666666666666664,46.91666666666666,65.33333333333333
2010-01-31,FAC,NO2,12,1,31.0,39.36021505376344,21.885438113816495,9.166666666666666,23.75,37.333333333333336,48.5,104.33333333333331
2010-01-31,FAC,NO2,18,1,31.0,35.45376344086021,16.41176108865418,14.5,25.416666666666664,31.83333333333333,41.583333333333336,98.66666666666669
2010-01-31,FAC,NOX,0,1,31.0,37.08387096774193,20.34671303141605,7.4,21.299999999999997,32.6,54.7,79.8
2010-01-31,FAC,NOX,6,1,31.0,117.21505376344085,63.48578425811075,11.166666666666666,71.16666666666667,106.16666666666669,176.75,229.0
2010-01-31,FAC,NOX,12,1,31.0,54.9516129032258,26.87685199642536,14.0,35.58333333333333,56.333333333333336,69.0,130.33333333333334
2010-01-31,FAC,NOX,18,1,31.0,67.11720430107526,43.36359957637088,22.0,33.416666666666664,53.66666666666666,91.25,207.83333333333331
2010-01-31,FAC,O3,0,1,31.0,9.916129032258066,9.052848420034936,0.4,2.6,6.0,16.0,27.8
2010-01-31,FAC,O3,6,1,31.0,7.900537634408602,5.386816011184274,0.8333333333333334,4.583333333333333,6.5,9.25,27.33333333333333
2010-01-31,FAC,O3,12,1,31.0,45.81720430107528,23.682481212237477,5.0,33.91666666666667,40.66666666666666,56.5,102.66666666666669
2010-01-31,FAC,O3,18,1,31.0,15.462365591397846,8.192330387649548,0.8333333333333334,9.833333333333334,16.0,20.583333333333336,38.833333333333336
2010-01-31,FAC,PM10,0,2,30.0,22.973888888888887,15.21843928649487,3.0,10.850000000000001,19.566666666666663,32.1,68.8
2010-01-31,FAC,PM10,6,2,31.0,47.30537634408602,25.34321787685305,9.25,26.33333333333333,43.16666666666666,73.125,93.33333333333331
2010-01-31,FAC,PM10,12,2,31.0,38.302150537634404,20.15546600889799,12.8,21.166666666666668,32.0,52.66666666666667,83.83333333333333
2010-01-31,FAC,PM10,18,2,31.0,37.064516129032256,20.050338383556063,12.333333333333334,20.166666666666664,32.333333333333336,47.91666666666666,79.66666666666667
2010-01-31,FAC,SO2,0,1,31.0,7.167741935483869,8.743316956272915,2.0,2.2,3.0,8.399999999999999,43.2
2010-01-31,FAC,SO2,6,1,31.0,7.956989247311829,4.248086223129161,2.1666666666666665,4.5,7.333333333333333,11.5,16.333333333333332
2010-01-31,FAC,SO2,12,1,31.0,6.010752688172042,4.104860597594878,1.8333333333333333,2.9166666666666665,4.0,8.666666666666668,17.0
2010-01-31,FAC,SO2,18,1,31.0,11.602150537634408,13.313017676900753,2.0,3.0,4.166666666666667,15.0,44.66666666666666
2010-01-31,IMP,CO,0,15,31.0,1.172258064516129,0.8174542175861975,0.2,0.54,1.0000000000000002,1.63,3.7
2010-01-31,IMP,CO,6,15,31.0,2.1317204301075265,1.1668599430277704,0.3166666666666667,1.1500000000000001,2.033333333333333,3.041666666666666,5.1000000000000005
2010-01-31,IMP,CO,12,15,31.0,0.893978494623656,0.36389296284895595,0.2666666666666666,0.6083333333333333,0.8833333333333334,1.1833333333333331,1.5166666666666666
2010-01-31,IMP,CO,18,15,31.0,1.0930107526881723,0.4968003957464799,0.5,0.625,1.0666666666666669,1.4250000000000003,2.266666666666667
2010-01-31,IZT,CO,0,15,31.0,0.8264516129032257,0.5916617749305582,0.1,0.37,0.58,1.19,2.3199999999999994
2010-01-31,IZT,CO,6,15,31.0,1.9953763440860215,0.95542686888747,0.3333333333333333,1.2083333333333335,2.05,2.753333333333333,4.0
2010-01-31,IZT,CO,12,15,31.0,0.8559677419354839,0.3659441806740144,0.35,0.5666666666666667,0.8333333333333334,1.0583333333333336,1.6333333333333335
2010-01-31,IZT,CO,18,15,31.0,1.235483870967742,0.5613928105116289,0.35,0.8250000000000002,1.1166666666666665,1.475,2.6333333333333333
2010-01-31,IZT,NO,0,1,30.0,27.013333333333335,34.26774630438379,0.0,2.8499999999999996,12.3,33.2,119.8
2010-01-31,IZT,NO,6,1,30.0,86.33277777777779,54.17863359998272,0.1666666666666666,37.541666666666664,79.5,133.375,210.66666666666663
2010-01-31,IZT,NO,12,1,31.0,12.196774193548386,10.250468299469196,0.8333333333333334,6.65,8.666666666666666,12.916666666666666,43.66666666666666
2010-01-31,IZT,NO,18,1,31.0,23.655913978494628,23.17034085507811,3.1666666666666665,7.333333333333334,11.5,32.08333333333333,91.83333333333331
2010-01-31,IZT,NO2,0,1,30.0,32.44166666666666,10.788963736418207,8.2,25.5,32.0,38.9,52.4
2010-01-31,IZT,NO2,6,1,30.0,38.587777777777774,11.870893872334332,14.5,31.333333333333332,38.58333333333333,43.58333333333333,66.33333333333333
2010-01-31,IZT,NO2,12,1,31.0,33.05215053763441,15.96999892271123,11.25,22.0,31.33333333333333,41.08333333333333,69.16666666666667
2010-01-31,IZT,NO2,18,1,31.0,41.435483870967744,14.406896330844273,15.333333333333334,33.0,38.66666666666666,51.91666666666666,70.0
2010-01-31,IZT,NOX,0,1,30.0,58.803333333333335,38.51284141715576,10.4,31.85,46.2,79.8,151.8
2010-01-31,IZT,NOX,6,1,30.0,124.77888888888889,61.70990747615166,12.666666666666666,64.54166666666666,129.33333333333331,174.95833333333331,253.0
2010-01-31,IZT,NOX,12,1,31.0,45.007526881720445,22.1441534959045,14.166666666666666,31.0,39.66666666666666,57.16666666666667,100.5
2010-01-31,IZT,NOX,18,1,31.0,64.81182795698925,31.223084466212324,20.166666666666668,42.91666666666667,56.833333333333336,84.66666666666666,135.5
2010-01-31,IZT,O3,0,1,29.0,5.027586206896551,6.115489499840555,0.2,1.0,2.2,5.2,24.4
2010-01-31,IZT,O3,6,1,29.0,6.118390804597702,4.275684166982571,1.0,3.6,5.0,7.666666666666667,22.0
2010-01-31,IZT,O3,12,1,30.0,42.004999999999995,18.617530336318907,2.5,33.79166666666667,42.66666666666667,52.375,88.5
2010-01-31,IZT,O3,18,1,29.0,10.798850574712644,5.819947108515873,1.0,5.666666666666667,10.5,15.166666666666666,21.666666666666668
2010-01-31,IZT,PM10,0,2,31.0,38.795161290322575,22.62170180320478,8.8,25.3,34.8,47.900000000000006,118.8
2010-01-31,IZT,PM10,6,2,31.0,47.46666666666666,18.084445946314894,15.166666666666666,34.5,44.833333333333336,56.91666666666667,79.83333333333333
2010-01-31,IZT,PM10,12,2,31.0,41.67043010752689,19.435383782467582,13.333333333333334,24.416666666666668,38.833333333333336,59.0,78.0
2010-01-31,IZT,PM10,18,2,31.0,42.290860215053755,16.526790729840954,17.833333333333332,26.375,45.66666666666666,56.41666666666667,73.5
2010-01-31,IZT,SO2,0,1,31.0,11.412903225806454,15.327442533692825,0.2,4.4,5.8,10.7,79.2
2010-01-31,IZT,SO2,6,1,31.0,11.343548387096773,10.806029418989295,1.0,6.416666666666666,8.4,10.75,53.25
2010-01-31,IZT,SO2,12,1,31.0,5.966666666666667,3.3792065691574753,0.3333333333333333,4.083333333333334,5.5,8.083333333333334,13.0
2010-01-31,IZT,SO2,18,1,31.0,8.543010752688172,8.559266988121973,0.1666666666666666,4.416666666666666,6.166666666666667,8.0,41.5
2010-01-31,LAG,CO,0,15,31.0,0.9645161290322581,0.6714106478635233,0.1399999999999999,0.42999999999999994,0.8800000000000001,1.33,2.8200000000000003
2010-01-31,LAG,CO,6,15,31.0,2.0644086021505377,1.0041850895854603,0.1833333333333333,1.25,1.9,2.875,3.716666666666667
2010-01-31,LAG,CO,12,15,31.0,1.1858602150537636,0.48726159811134956,0.2666666666666666,0.8183333333333334,1.1833333333333331,1.6166666666666667,1.95
2010-01-31,LAG,CO,18,15,30.0,1.4394444444444445,0.6216786589908808,0.5833333333333334,1.0458333333333334,1.375,1.7416666666666667,3.3166666666666664
2010-01-31,LAG,NO,0,1,31.0,34.92258064516129,34.02938641505231,0.2,5.7,31.6,47.5,135.6
2010-01-31,LAG,NO,6,1,31.0,95.05430107526881,58.863207078367516,1.0,48.91666666666667,84.25,137.83333333333334,202.66666666666663
2010-01-31,LAG,NO,12,1,31.0,18.548924731182797,11.569305603128921,2.5,11.166666666666668,14.0,22.166666666666664,50.333333333333336
2010-01-31,LAG,NO,18,1,30.0,32.65555555555555,23.460079948995958,5.833333333333333,17.791666666666668,25.25,44.0,100.83333333333331
2010-01-31,LAG,NO2,0,1,31.0,33.41290322580645,10.713721480278888,12.0,25.799999999999997,32.6,39.0,60.4
2010-01-31,LAG,NO2,6,1,31.0,40.457526881720426,14.37745137791303,14.833333333333334,30.25,35.833333333333336,50.41666666666667,66.66666666666667
2010-01-31,LAG,NO2,12,1,31.0,39.694623655913986,16.38745759499374,12.5,29.416666666666668,34.333333333333336,50.75,71.83333333333333
2010-01-31,LAG,NO2,18,1,30.0,41.211111111111116,13.678221449365406,20.5,30.208333333333332,39.083333333333336,49.91666666666666,77.16666666666667
2010-01-31,LAG,NOX,0,1,31.0,68.19999999999999,40.36840348589475,13.0,36.2,68.6,91.69999999999999,180.2
2010-01-31,LAG,NOX,6,1,31.0,135.45967741935485,71.31472002409247,15.333333333333334,76.5,119.66666666666669,188.41666666666666,264.0
2010-01-31,LAG,NOX,12,1,31.0,58.127956989247316,22.946614124115378,17.166666666666668,43.08333333333333,57.66666666666666,67.5,112.75
2010-01-31,LAG,NOX,18,1,30.0,73.74444444444444,30.804000751921713,28.0,49.666666666666664,71.91666666666667,84.33333333333333,169.5
2010-01-31,LAG,O3,0,1,31.0,2.690322580645161,4.512748965520512,0.0,0.4,1.0,2.7,18.0
2010-01-31,LAG,O3,6,1,31.0,3.9419354838709673,3.4476075197901714,0.5,1.9166666666666665,3.0,4.75,17.666666666666668
2010-01-31,LAG,O3,12,1,31.0,34.38118279569891,18.093907682450123,1.8333333333333333,22.0,33.666666666666664,43.333333333333336,78.16666666666667
2010-01-31,LAG,O3,18,1,30.0,7.25,4.831797219235933,0.0,4.208333333333334,6.333333333333334,10.208333333333334,20.33333333333333
2010-01-31,LAG,SO2,0,1,31.0,9.399999999999999,7.525246396851955,1.0,5.5,7.8,10.8,35.6
2010-01-31,LAG,SO2,6,1,31.0,11.281182795698927,7.33560916950284,1.6666666666666667,7.0,10.166666666666666,13.416666666666666,34.166666666666664
2010-01-31,LAG,SO2,12,1,31.0,7.986559139784946,6.501534604251122,1.0,4.625,7.333333333333333,9.166666666666666,34.0
2010-01-31,LAG,SO2,18,1,30.0,8.696666666666665,5.516831438314382,1.1666666666666667,6.791666666666667,7.916666666666666,10.291666666666668,29.33333333333333
2010-01-31,LLA,SO2,0,1,0.0,,,,,,,
2010-01-31,LLA,SO2,6,1,0.0,,,,,,,
2010-01-31,LLA,SO2,12,1,0.0,,,,,,,
2010-01-31,LLA,SO2,18,1,0.0,,,,,,,
2010-01-31,LPR,SO2,0,1,31.0,4.314516129032257,7.870781341438166,0.0,0.0,1.2,3.9000000000000004,32.6
2010-01-31,LPR,SO2,6,1,31.0,5.7397849462365595,8.435684430089957,0.0,0.5833333333333333,2.2,5.75,36.333333333333336
2010-01-31,LPR,SO2,12,1,31.0,2.5188172043010755,2.8360860547445252,0.0,0.0,1.5,4.5,9.0
2010-01-31,LPR,SO2,18,1,31.0,2.704301075268818,4.429428037112893,0.0,0.0,0.3333333333333333,2.6666666666666665,14.333333333333334
2010-01-31,LVI,PM10,0,2,31.0,35.00645161290323,21.408011514132912,5.0,17.299999999999997,27.0,50.2,80.6
2010-01-31,LVI,PM10,6,2,31.0,55.34569892473117,25.331015964090327,13.25,37.0,45.833333333333336,77.0,104.5
2010-01-31,LVI,PM10,12,2,31.0,42.313978494623655,19.353651247424335,15.333333333333334,25.216666666666665,39.6,54.833333333333336,88.83333333333333
2010-01-31,LVI,PM10,18,2,31.0,53.523655913978494,27.109557141550503,13.6,33.916666666666664,51.5,63.83333333333333,124.66666666666669
2010-01-31,LVI,SO2,0,1,31.0,5.326881720430107,13.046087591063143,0.0,1.4,2.4,3.8,73.2
2010-01-31,LVI,SO2,6,1,31.0,5.38279569892473,6.547257672846515,0.0,1.9166666666666665,3.6666666666666665,5.583333333333334,30.666666666666668
2010-01-31,LVI,SO2,12,1,31.0,1.8043010752688171,1.7693426679709356,0.0,0.8333333333333334,1.3333333333333333,2.1666666666666665,7.166666666666667
2010-01-31,LVI,SO2,18,1,31.0,2.0451612903225804,1.707641830497961,0.0,0.8166666666666667,1.6,2.5,6.166666666666667
2010-01-31,MER,CO,0,15,29.0,1.1682758620689655,0.510280517849302,0.54,0.68,1.14,1.42,2.28
2010-01-31,MER,CO,6,15,29.0,2.168505747126437,0.8189053796374305,0.6833333333333332,1.5166666666666666,2.2,2.85,3.8166666666666655
2010-01-31,MER,CO,12,15,30.0,1.2605555555555552,0.3197964910028356,0.6333333333333333,0.9708333333333332,1.3,1.4625,1.8666666666666665
2010-01-31,MER,CO,18,15,30.0,1.4373333333333336,0.46101038460390853,0.6666666666666666,1.1333333333333333,1.35,1.5958333333333332,2.8666666666666667
2010-01-31,MER,NO,0,1,31.0,39.103225806451604,39.594406034783646,0.8,7.5,29.6,50.2,158.2
