,,,,,value,value,value,value,value,value,value,value
,,,,,count,mean,std,min,25%,50%,75%,max
date,id_station,id_parameter,hour,unit,,,,,,,,
2012-01-31,ACO,CO,0,15,31.0,0.5296774193548387,0.22095978323317494,0.1,0.38,0.5199999999999999,0.6200000000000001,1.14
2012-01-31,ACO,CO,6,15,31.0,0.8588172043010754,0.18045733749866955,0.2833333333333334,0.7666666666666667,0.8666666666666667,0.9666666666666667,1.1333333333333333
2012-01-31,ACO,CO,12,15,30.0,0.42349999999999993,0.11988368404895398,0.2166666666666666,0.3270833333333333,0.4083333333333333,0.4833333333333333,0.7333333333333334
2012-01-31,ACO,CO,18,15,31.0,0.5564516129032256,0.23176766061418297,0.2333333333333333,0.4,0.4833333333333333,0.625,1.35
2012-01-31,ACO,NO,0,1,31.0,9.367741935483874,8.553688759701833,1.0,4.0,7.6,11.399999999999999,45.2
2012-01-31,ACO,NO,6,1,31.0,27.682258064516127,10.678551482678717,2.833333333333333,23.75,30.5,33.25,49.66666666666666
2012-01-31,ACO,NO,12,1,29.0,3.5293103448275867,1.4019236725227373,1.4,2.5,3.0,4.75,6.666666666666667
2012-01-31,ACO,NO,18,1,31.0,5.1311827956989235,6.786571356479135,1.0,1.9166666666666665,3.1666666666666665,4.25,30.0
2012-01-31,ACO,NO2,0,1,31.0,19.6258064516129,5.87122745496689,2.8,16.8,20.6,24.2,27.8
2012-01-31,ACO,NO2,6,1,31.0,20.605376344086018,5.7459621685608795,5.666666666666667,18.0,21.0,24.0,34.5
2012-01-31,ACO,NO2,12,1,29.0,10.636206896551723,3.583726636681246,4.0,8.333333333333334,10.333333333333334,12.833333333333334,19.0
2012-01-31,ACO,NO2,18,1,31.0,19.65860215053763,8.947800134119188,6.0,14.583333333333334,18.666666666666668,22.666666666666664,54.333333333333336
2012-01-31,ACO,NOX,0,1,31.0,29.00645161290323,11.980037158647741,3.6,21.4,28.8,35.0,68.8
2012-01-31,ACO,NOX,6,1,31.0,48.29032258064517,14.119760761661198,8.5,44.33333333333333,51.333333333333336,56.75,73.5
2012-01-31,ACO,NOX,12,1,29.0,14.135632183908045,4.588198119835684,5.833333333333333,10.833333333333334,14.0,17.166666666666668,24.83333333333333
2012-01-31,ACO,NOX,18,1,31.0,24.83817204301075,14.736104059197217,7.5,16.583333333333332,21.83333333333333,27.166666666666664,82.5
2012-01-31,ACO,O3,0,1,31.0,9.348387096774195,6.72982768317,1.4,4.9,7.8,12.0,28.0
2012-01-31,ACO,O3,6,1,31.0,10.720430107526878,3.9460967814843446,3.8333333333333335,7.933333333333334,9.666666666666666,12.666666666666668,22.0
2012-01-31,ACO,O3,12,1,30.0,54.159444444444446,13.228329117904364,27.5,45.24999999999999,51.43333333333333,64.1875,81.0
2012-01-31,ACO,O3,18,1,31.0,30.016129032258064,8.254668133705346,9.666666666666666,24.5,30.0,34.58333333333333,49.833333333333336
2012-01-31,ACO,PM10,0,2,31.0,45.44516129032259,24.35672171030244,2.4,32.1,41.6,62.5,119.4
2012-01-31,ACO,PM10,6,2,31.0,57.16236559139785,19.835372429138516,8.8,51.5,60.8,68.1,85.66666666666667
2012-01-31,ACO,PM10,12,2,31.0,49.463440860215044,17.449186237713867,16.333333333333332,35.5,49.5,63.5,80.0
2012-01-31,ACO,PM10,18,2,31.0,62.3236559139785,23.985710550934566,14.4,45.86666666666667,65.0,79.1,121.5
2012-01-31,ACO,SO2,0,1,31.0,2.051612903225806,1.0340441537129625,0.6,1.4,2.0,2.3,6.2
2012-01-31,ACO,SO2,6,1,31.0,4.34731182795699,2.680336825068521,1.0,2.833333333333333,3.6666666666666665,4.333333333333333,12.333333333333334
2012-01-31,ACO,SO2,12,1,30.0,3.9816666666666665,3.1914467527249966,1.0,1.875,3.083333333333333,4.683333333333334,13.333333333333334
2012-01-31,ACO,SO2,18,1,31.0,3.10752688172043,2.198715276017799,1.0,1.9166666666666665,2.6666666666666665,3.5,11.833333333333334
2012-01-31,ATI,NO,0,1,24.0,5.234027777777779,9.776559859438555,0.0,0.0,0.6333333333333333,7.45,42.6
2012-01-31,ATI,NO,6,1,25.0,53.26666666666666,31.299738195568207,1.8333333333333333,26.33333333333333,58.66666666666666,76.66666666666667,105.66666666666669
2012-01-31,ATI,NO,12,1,25.0,5.816000000000002,5.384529622841652,0.0,2.4,4.0,8.166666666666666,25.5
2012-01-31,ATI,NO,18,1,25.0,9.406666666666668,9.313918298657878,0.0,1.6666666666666667,5.833333333333333,14.166666666666666,36.0
2012-01-31,ATI,NO2,0,1,24.0,22.51736111111111,10.203302344037077,6.8,14.05,25.4,28.3125,48.6
2012-01-31,ATI,NO2,6,1,25.0,35.604,11.60928475801126,12.5,28.666666666666668,37.833333333333336,42.333333333333336,55.66666666666666
2012-01-31,ATI,NO2,12,1,25.0,25.761999999999993,10.677485312216195,9.25,18.5,24.166666666666668,33.8,45.5
2012-01-31,ATI,NO2,18,1,25.0,33.59466666666667,12.864380481981446,11.0,25.666666666666668,32.833333333333336,38.333333333333336,66.33333333333333
2012-01-31,ATI,NOX,0,1,24.0,26.933333333333334,17.584965581221752,6.8,11.85,25.15,38.400000000000006,74.8
2012-01-31,ATI,NOX,6,1,25.0,88.88,40.44356264301229,16.333333333333332,71.66666666666667,96.66666666666669,117.0,161.5
2012-01-31,ATI,NOX,12,1,25.0,31.379333333333335,14.593357887903812,8.25,22.0,29.33333333333333,37.333333333333336,62.66666666666666
2012-01-31,ATI,NOX,18,1,25.0,42.824000000000005,18.520125489535648,12.0,34.5,40.16666666666666,52.5,84.33333333333333
2012-01-31,ATI,SO2,0,1,25.0,8.488,13.138249502882795,0.4,2.0,3.6,6.6,56.0
2012-01-31,ATI,SO2,6,1,25.0,6.457333333333333,6.333234794555067,0.0,3.1666666666666665,4.166666666666667,5.833333333333333,28.666666666666668
