,,,,,value,value,value,value,value,value,value,value
,,,,,count,mean,std,min,25%,50%,75%,max
date,id_station,id_parameter,hour,unit,,,,,,,,
2017-01-31,ACO,CO,0,15,31.0,0.34645161290322574,0.20213111894834956,0.02,0.2,0.32,0.45999999999999985,1.1
2017-01-31,ACO,CO,6,15,31.0,0.568279569892473,0.15582485649610292,0.1333333333333333,0.49,0.5833333333333334,0.6666666666666667,0.8333333333333331
2017-01-31,ACO,CO,12,15,31.0,0.21774193548387089,0.07314818595646529,0.05,0.1833333333333333,0.2166666666666666,0.2583333333333333,0.35
2017-01-31,ACO,CO,18,15,31.0,0.38629032258064516,0.16953843095266774,0.125,0.25,0.3499999999999999,0.5333333333333332,0.8166666666666668
2017-01-31,ACO,NO,0,1,31.0,12.367741935483872,8.932800497670527,1.4,6.15,9.6,18.65,33.8
2017-01-31,ACO,NO,6,1,31.0,30.54408602150537,14.39248360184547,2.833333333333333,20.58333333333333,31.5,40.08333333333333,65.16666666666667
2017-01-31,ACO,NO,12,1,31.0,3.60752688172043,1.9059110716773155,1.5,2.583333333333333,3.1666666666666665,4.333333333333334,11.666666666666666
2017-01-31,ACO,NO,18,1,31.0,6.661290322580645,6.820650000382518,1.1666666666666667,3.0,3.8333333333333335,7.833333333333334,33.333333333333336
2017-01-31,ACO,NO2,0,1,31.0,26.196774193548386,5.658473520362639,14.4,22.8,27.4,29.8,35.4
2017-01-31,ACO,NO2,6,1,31.0,23.743010752688168,5.6041928321463494,8.333333333333334,19.75,23.666666666666668,27.83333333333333,34.333333333333336
2017-01-31,ACO,NO2,12,1,31.0,12.413978494623656,3.2733126746751164,5.333333333333333,10.25,12.166666666666666,14.75,18.5
2017-01-31,ACO,NO2,18,1,31.0,25.873655913978496,8.81929888684107,12.666666666666666,19.0,23.666666666666668,32.5,45.5
2017-01-31,ACO,NOX,0,1,31.0,38.50967741935484,12.758797091646471,17.6,29.8,37.2,45.4,61.6
2017-01-31,ACO,NOX,6,1,31.0,54.27096774193548,17.717103562994932,11.166666666666666,42.41666666666666,56.16666666666666,67.16666666666666,85.83333333333333
2017-01-31,ACO,NOX,12,1,31.0,15.994623655913978,4.67983931960785,7.666666666666667,12.75,15.0,19.416666666666664,30.166666666666668
2017-01-31,ACO,NOX,18,1,31.0,32.524193548387096,14.795475934360923,14.166666666666666,22.333333333333336,27.83333333333333,40.91666666666666,79.33333333333333
2017-01-31,ACO,O3,0,1,19.0,4.363157894736842,2.7773309582154573,1.2,2.6,3.5,5.4,11.6
2017-01-31,ACO,O3,6,1,19.0,10.284210526315789,2.9818663560867464,4.4,8.833333333333332,11.0,11.75,16.666666666666668
2017-01-31,ACO,O3,12,1,18.0,59.53703703703703,10.386101125387855,43.333333333333336,51.5,60.58333333333333,68.45833333333334,78.66666666666667
2017-01-31,ACO,O3,18,1,18.0,27.384259259259252,6.485475154614223,13.833333333333334,23.791666666666668,26.5,31.166666666666664,42.833333333333336
2017-01-31,ACO,PM10,0,2,31.0,73.60430107526882,37.835632570306274,18.4,55.06666666666666,64.8,87.2,204.0
2017-01-31,ACO,PM10,6,2,31.0,70.30000000000001,17.42934944919696,29.33333333333333,59.0,71.33333333333333,84.08333333333334,106.66666666666669
2017-01-31,ACO,PM10,12,2,31.0,60.381720430107535,25.028139480000238,21.33333333333333,48.41666666666667,58.5,70.33333333333333,164.83333333333334
2017-01-31,ACO,PM10,18,2,31.0,84.34301075268816,19.586815659270673,50.5,69.91666666666666,83.0,97.41666666666669,119.66666666666669
2017-01-31,ACO,SO2,0,1,31.0,1.8193548387096774,5.3230579779445515,0.0,0.6,1.0,1.2,30.4
2017-01-31,ACO,SO2,6,1,31.0,2.9096774193548387,3.187837924552291,0.1666666666666666,1.3666666666666667,2.0,2.6666666666666665,15.333333333333334
2017-01-31,ACO,SO2,12,1,31.0,3.8548387096774195,3.282597756148906,0.5,1.4166666666666665,2.833333333333333,5.416666666666666,12.5
2017-01-31,ACO,SO2,18,1,31.0,1.9301075268817203,1.6117474951283677,0.5,1.0,1.3333333333333333,2.25,7.833333333333333
2017-01-31,AJM,CO,0,15,31.0,0.40419354838709676,0.13306074285950223,0.15,0.31,0.4,0.48,0.6399999999999999
2017-01-31,AJM,CO,6,15,31.0,0.6268817204301073,0.14289839820751946,0.35,0.5333333333333333,0.6333333333333333,0.7083333333333334,0.9833333333333334
2017-01-31,AJM,CO,12,15,31.0,0.6419354838709677,0.15834040731226387,0.3333333333333333,0.5249999999999999,0.6166666666666667,0.7583333333333333,0.9666666666666668
2017-01-31,AJM,CO,18,15,31.0,0.549784946236559,0.10960175547347492,0.3666666666666666,0.45833333333333337,0.5333333333333333,0.6166666666666667,0.8333333333333335
2017-01-31,AJM,NO,0,1,31.0,0.37741935483870964,0.9329914888569832,0.0,0.0,0.0,0.0,4.4
2017-01-31,AJM,NO,6,1,31.0,12.129032258064518,8.214227683700122,2.0,7.416666666666666,10.5,13.5,45.333333333333336
2017-01-31,AJM,NO,12,1,31.0,5.112903225806451,3.178745121833747,0.5,3.1666666666666665,4.5,6.166666666666666,15.0
2017-01-31,AJM,NO,18,1,31.0,0.9354838709677419,1.0253070175741208,0.0,0.41666666666666663,0.5,1.25,5.166666666666667
2017-01-31,AJM,NO2,0,1,31.0,14.735483870967743,7.765030516664515,5.2,9.9,12.0,17.3,36.0
2017-01-31,AJM,NO2,6,1,31.0,22.33333333333334,5.9893423864579844,9.666666666666666,18.666666666666668,22.5,27.0,33.333333333333336
2017-01-31,AJM,NO2,12,1,31.0,21.655913978494624,7.941095115712823,5.333333333333333,16.5,20.83333333333333,27.083333333333336,41.16666666666666
2017-01-31,AJM,NO2,18,1,31.0,21.86021505376344,7.254768135023407,7.333333333333333,17.833333333333336,23.166666666666668,24.5,37.0
