,,,,value,value,value,value,value,value,value,value
,,,,count,mean,std,min,25%,50%,75%,max
date,id_station,id_parameter,unit,,,,,,,,
2018-01-07,ACO,CO,15,157.0,0.310191082802548,0.17290308289275821,0.0,0.2,0.3,0.4,0.8
2018-01-07,ACO,NO,1,157.0,8.573248407643312,10.569794785903039,1.0,2.0,3.0,10.0,56.0
2018-01-07,ACO,NO2,1,157.0,20.197452229299362,7.632117939110047,5.0,14.0,19.0,25.0,46.0
2018-01-07,ACO,NOX,1,157.0,28.745222929936304,15.272274383792015,7.0,17.0,24.0,38.0,83.0
2018-01-07,ACO,O3,1,157.0,13.566878980891719,13.04738596736581,1.0,3.0,9.0,22.0,54.0
2018-01-07,ACO,PM10,2,159.0,67.0754716981132,27.4393571099107,12.0,48.0,62.0,84.5,164.0
2018-01-07,ACO,SO2,1,110.0,2.1363636363636362,1.758216740077165,1.0,1.0,1.5,3.0,11.0
2018-01-07,AJM,CO,15,154.0,0.4337662337662339,0.18898448226948147,0.1,0.3,0.4,0.5,1.0
2018-01-07,AJM,NO,1,154.0,3.9285714285714284,6.407825223087462,0.0,1.0,2.0,4.0,38.0
2018-01-07,AJM,NO2,1,154.0,22.792207792207794,11.114775730451761,7.0,14.0,21.0,29.0,67.0
2018-01-07,AJM,NOX,1,154.0,26.707792207792206,14.116659293317205,7.0,16.0,24.0,33.0,73.0
2018-01-07,AJM,O3,1,154.0,42.45454545454545,22.46015816271112,7.0,25.0,35.5,60.75,96.0
2018-01-07,AJM,PM10,2,138.0,54.46376811594203,20.207015989173495,17.0,42.0,52.0,63.75,112.0
2018-01-07,AJM,PM2.5,2,138.0,32.70289855072464,15.1375249981602,8.0,25.0,29.5,37.0,84.0
2018-01-07,AJM,PMCO,2,138.0,21.768115942028984,9.550702083775239,8.0,15.0,20.0,26.75,54.0
2018-01-07,AJM,SO2,1,153.0,9.196078431372548,8.343811781580392,1.0,4.0,7.0,12.0,62.0
2018-01-07,AJU,O3,1,158.0,35.95569620253165,30.327164031188868,1.0,8.0,24.0,63.0,110.0
2018-01-07,AJU,PM2.5,2,159.0,33.0251572327044,20.252191531836992,3.0,22.0,29.0,38.0,146.0
2018-01-07,ATI,CO,15,157.0,0.4375796178343948,0.3319356619654905,0.1,0.2,0.3,0.5,1.6
2018-01-07,ATI,NO,1,0.0,,,,,,,
2018-01-07,ATI,NO2,1,0.0,,,,,,,
2018-01-07,ATI,NOX,1,0.0,,,,,,,
2018-01-07,ATI,O3,1,157.0,30.044585987261147,24.41871496152831,1.0,10.0,21.0,51.0,87.0
2018-01-07,ATI,PM10,2,154.0,55.51948051948052,27.566727310842268,3.0,34.25,52.0,74.5,131.0
2018-01-07,ATI,SO2,1,156.0,17.358974358974358,16.732024044289833,2.0,6.0,11.0,24.0,86.0
2018-01-07,BJU,CO,15,158.0,0.6911392405063289,0.37440053943348156,0.1,0.4,0.6,0.9,1.7
2018-01-07,BJU,O3,1,158.0,33.75316455696203,31.277815485007103,1.0,5.0,21.5,61.75,100.0
2018-01-07,BJU,PM10,2,161.0,63.06832298136646,20.32182454394858,17.0,50.0,64.0,77.0,114.0
2018-01-07,BJU,PM2.5,2,161.0,37.5527950310559,15.388266886299283,7.0,28.0,38.0,47.0,73.0
2018-01-07,BJU,PMCO,2,161.0,25.527950310559007,10.754105095149276,7.0,17.0,25.0,32.0,54.0
2018-01-07,BJU,SO2,1,158.0,11.835443037974683,16.48541558082571,1.0,3.0,5.0,9.0,85.0
2018-01-07,CAM,CO,15,0.0,,,,,,,
2018-01-07,CAM,NO,1,0.0,,,,,,,
2018-01-07,CAM,NO2,1,0.0,,,,,,,
2018-01-07,CAM,NOX,1,0.0,,,,,,,
2018-01-07,CAM,O3,1,0.0,,,,,,,
2018-01-07,CAM,PM10,2,0.0,,,,,,,
2018-01-07,CAM,PM2.5,2,0.0,,,,,,,
2018-01-07,CAM,PMCO,2,0.0,,,,,,,
2018-01-07,CAM,SO2,1,0.0,,,,,,,
2018-01-07,CCA,CO,15,135.0,0.4118518518518518,0.25715198242953635,0.1,0.2,0.4,0.5,1.4
2018-01-07,CCA,NO,1,158.0,10.689873417721518,18.553040473515384,1.0,2.0,3.0,10.0,133.0
2018-01-07,CCA,NO2,1,158.0,28.79113924050633,10.420492914407392,12.0,20.0,28.0,35.75,57.0
2018-01-07,CCA,NOX,1,158.0,39.51898734177215,23.659668044197545,13.0,25.0,33.5,48.0,174.0
2018-01-07,CCA,O3,1,0.0,,,,,,,
2018-01-07,CCA,PM2.5,2,161.0,35.18012422360248,14.838247958720466,7.0,24.0,33.0,43.0,80.0
2018-01-07,CCA,SO2,1,158.0,6.19620253164557,7.482854168463417,1.0,2.0,3.0,7.0,40.0
2018-01-07,CHO,CO,15,0.0,,,,,,,
2018-01-07,CHO,NO,1,0.0,,,,,,,
2018-01-07,CHO,NO2,1,0.0,,,,,,,
2018-01-07,CHO,NOX,1,0.0,,,,,,,
2018-01-07,CHO,O3,1,0.0,,,,,,,
2018-01-07,CHO,PM10,2,0.0,,,,,,,
2018-01-07,CHO,SO2,1,0.0,,,,,,,
2018-01-07,COY,NO,1,0.0,,,,,,,
2018-01-07,COY,NO2,1,0.0,,,,,,,
2018-01-07,COY,NOX,1,0.0,,,,,,,
2018-01-07,COY,O3,1,0.0,,,,,,,
2018-01-07,COY,PM2.5,2,0.0,,,,,,,
2018-01-07,CUA,CO,15,158.0,0.36518987341772147,0.28662926079730006,0.0,0.2,0.3,0.5,1.7
2018-01-07,CUA,NO,1,155.0,10.483870967741936,24.026055888174525,0.0,1.0,2.0,5.5,175.0
2018-01-07,CUA,NO2,1,155.0,29.44516129032258,12.68250760544334,9.0,19.5,27.0,37.0,74.0
2018-01-07,CUA,NOX,1,155.0,39.89032258064516,32.10080869271731,12.0,21.5,30.0,47.0,232.0
2018-01-07,CUA,O3,1,158.0,19.911392405063292,12.198663259144658,1.0,10.25,17.0,30.0,48.0
2018-01-07,CUA,PM10,2,161.0,46.67080745341615,17.92232420666874,7.0,35.0,43.0,56.0,137.0
2018-01-07,CUA,SO2,1,158.0,9.240506329113924,10.633698615195613,1.0,3.0,5.0,11.0,64.0
2018-01-07,CUT,NO,1,158.0,31.341772151898734,44.662894751013525,1.0,2.0,9.5,45.75,202.0
2018-01-07,CUT,NO2,1,158.0,23.911392405063292,11.91337082518151,5.0,13.25,23.0,32.0,59.0
2018-01-07,CUT,NOX,1,158.0,55.31645569620253,49.16294091419288,7.0,17.25,42.0,73.75,241.0
2018-01-07,CUT,O3,1,158.0,27.018987341772153,26.282994797558768,2.0,3.0,15.5,51.25,80.0
2018-01-07,CUT,PM10,2,154.0,82.94805194805195,58.30030350124391,3.0,41.75,72.0,106.75,332.0
2018-01-07,CUT,SO2,1,158.0,12.462025316455696,16.510809459047895,0.0,3.0,6.0,13.0,97.0
2018-01-07,FAC,CO,15,156.0,0.4384615384615385,0.43306284107230647,0.0,0.1,0.3,0.5,1.7
2018-01-07,FAC,NO,1,155.0,21.929032258064517,34.979606243545646,0.0,4.0,7.0,21.5,166.0
2018-01-07,FAC,NO2,1,155.0,32.483870967741936,16.593049256227925,12.0,20.0,28.0,39.0,93.0
2018-01-07,FAC,NOX,1,155.0,54.41935483870968,45.306154934023475,13.0,25.0,36.0,61.5,202.0
2018-01-07,FAC,O3,1,157.0,30.012738853503183,24.79272723725352,1.0,8.0,21.0,53.0,90.0
2018-01-07,FAC,PM10,2,156.0,43.044871794871796,24.28283422601187,3.0,25.0,40.0,56.75,121.0
2018-01-07,FAC,SO2,1,155.0,13.716129032258065,14.287291073433371,1.0,5.0,9.0,17.0,75.0
2018-01-07,GAM,O3,1,158.0,30.525316455696203,30.579894182994913,1.0,2.25,19.5,54.75,105.0
2018-01-07,GAM,PM10,2,0.0,,,,,,,
2018-01-07,GAM,PM2.5,2,161.0,42.50931677018634,19.873071608467562,6.0,28.0,41.0,52.0,120.0
2018-01-07,GAM,PMCO,2,0.0,,,,,,,
2018-01-07,HGM,CO,15,156.0,0.6410256410256411,0.37996125352067917,0.1,0.4,0.5,0.8,2.4
2018-01-07,HGM,NO,1,156.0,17.53846153846154,29.064418911275748,0.0,2.0,5.0,19.0,194.0
2018-01-07,HGM,NO2,1,156.0,36.82051282051282,13.802050889906782,13.0,25.0,37.0,45.25,77.0
2018-01-07,HGM,NOX,1,156.0,54.32692307692308,37.4951460878456,14.0,29.75,44.5,63.25,263.0
2018-01-07,HGM,O3,1,156.0,28.67948717948718,24.924398508803396,1.0,7.0,19.0,51.5,86.0
2018-01-07,HGM,PM10,2,157.0,62.72611464968153,20.449942469033292,14.0,49.0,63.0,77.0,106.0
2018-01-07,HGM,PM2.5,2,157.0,37.22292993630573,16.236473157407474,8.0,27.0,35.0,47.0,84.0
2018-01-07,HGM,PMCO,2,157.0,25.445859872611464,10.761037806482518,4.0,18.0,25.0,32.0,57.0
2018-01-07,HGM,SO2,1,156.0,12.711538461538462,18.33488112873827,1.0,3.0,6.0,10.0,110.0
2018-01-07,INN,CO,15,158.0,0.2575949367088606,0.09793687281612752,0.1,0.2,0.2,0.3,0.5
2018-01-07,INN,O3,1,154.0,49.116883116883116,18.01849015892186,13.0,34.0,47.5,63.75,97.0
2018-01-07,INN,PM10,2,161.0,40.26086956521739,17.33908941493556,11.0,29.0,35.0,47.0,104.0
2018-01-07,INN,PM2.5,2,161.0,25.819875776397517,9.79150665038185,8.0,20.0,24.0,29.0,71.0
2018-01-07,INN,PMCO,2,161.0,14.397515527950311,9.647719615993196,4.0,8.0,12.0,19.0,67.0
2018-01-07,INN,SO2,1,156.0,3.8974358974358974,5.754302162987369,0.0,1.0,2.0,4.0,36.0
2018-01-07,IZT,CO,15,0.0,,,,,,,
2018-01-07,IZT,NO,1,0.0,,,,,,,
2018-01-07,IZT,NO2,1,0.0,,,,,,,
2018-01-07,IZT,NOX,1,0.0,,,,,,,
2018-01-07,IZT,O3,1,0.0,,,,,,,
2018-01-07,IZT,PM10,2,0.0,,,,,,,
2018-01-07,IZT,SO2,1,0.0,,,,,,,
2018-01-07,LLA,CO,15,158.0,0.5822784810126583,0.3793254131852016,0.1,0.3,0.5,0.7,1.9
2018-01-07,LLA,NO,1,158.0,28.639240506329113,43.709990747416555,1.0,3.0,8.5,31.75,241.0
2018-01-07,LLA,NO2,1,158.0,30.5126582278481,13.37205820580804,8.0,18.25,28.5,41.0,65.0
2018-01-07,LLA,NOX,1,158.0,59.20253164556962,49.67765642308494,9.0,24.25,43.0,74.75,278.0
2018-01-07,LLA,O3,1,158.0,26.22151898734177,26.504325669721233,0.0,2.0,16.5,49.5,95.0
2018-01-07,LLA,SO2,1,158.0,9.132911392405063,13.863347832535133,1.0,2.0,4.0,7.0,96.0
2018-01-07,LPR,CO,15,158.0,0.6708860759493673,0.4569775806663139,0.1,0.3,0.5,0.9,2.0
2018-01-07,LPR,NO,1,0.0,,,,,,,
2018-01-07,LPR,NO2,1,0.0,,,,,,,
2018-01-07,LPR,NOX,1,0.0,,,,,,,
2018-01-07,LPR,O3,1,158.0,29.227848101265824,29.131789000534862,0.0,2.0,19.5,51.5,112.0
2018-01-07,LPR,SO2,1,158.0,7.6075949367088604,9.133709833650537,1.0,2.0,3.0,8.0,45.0
2018-01-07,MER,CO,15,89.0,0.5202247191011238,0.42216427631930714,0.0,0.2,0.4,0.7,2.1
2018-01-07,MER,NO,1,155.0,30.361290322580643,40.54641141758092,0.0,4.5,13.0,39.0,201.0
2018-01-07,MER,NO2,1,155.0,41.18709677419355,16.72147196371872,10.0,27.0,42.0,52.0,87.0
2018-01-07,MER,NOX,1,155.0,71.53548387096774,51.053228833026196,11.0,35.0,57.0,91.0,273.0
