,,,,value,value,value,value,value,value,value,value
,,,,count,mean,std,min,25%,50%,75%,max
date,id_station,id_parameter,unit,,,,,,,,
2016-01-03,ACO,CO,15,0.0,,,,,,,
2016-01-03,ACO,NO,1,0.0,,,,,,,
2016-01-03,ACO,NO2,1,0.0,,,,,,,
2016-01-03,ACO,NOX,1,0.0,,,,,,,
2016-01-03,ACO,O3,1,0.0,,,,,,,
2016-01-03,ACO,PM10,2,68.0,50.36764705882353,31.567934047901794,18.0,31.75,40.0,57.5,167.0
2016-01-03,ACO,SO2,1,0.0,,,,,,,
2016-01-03,AJM,CO,15,68.0,0.6779411764705884,0.18595906164409007,0.4,0.5,0.7,0.8,1.0
2016-01-03,AJM,NO,1,67.0,4.373134328358209,5.098531639170429,1.0,1.0,2.0,6.0,25.0
2016-01-03,AJM,NO2,1,67.0,20.776119402985074,7.737787827950274,6.0,15.5,20.0,27.0,36.0
2016-01-03,AJM,NOX,1,67.0,25.149253731343283,10.641903639434469,6.0,18.0,26.0,34.0,50.0
2016-01-03,AJM,O3,1,68.0,36.75,28.7102743063571,5.0,15.0,22.0,54.0,118.0
2016-01-03,AJM,PM10,2,46.0,68.5,35.85077095095415,16.0,39.25,59.0,100.5,140.0
2016-01-03,AJM,PM2.5,2,46.0,48.02173913043478,31.644194925195503,7.0,20.5,40.0,76.25,112.0
2016-01-03,AJM,PMCO,2,46.0,20.391304347826086,5.322815716306405,10.0,16.25,20.5,25.0,29.0
2016-01-03,AJM,SO2,1,68.0,10.514705882352942,7.929714845071291,2.0,4.0,9.0,14.0,38.0
2016-01-03,AJU,O3,1,69.0,28.492753623188406,22.562738145007373,2.0,8.0,26.0,48.0,91.0
2016-01-03,AJU,PM2.5,2,69.0,17.855072463768117,13.340865306531834,1.0,9.0,16.0,22.0,73.0
2016-01-03,ATI,CO,15,0.0,,,,,,,
2016-01-03,ATI,NO,1,0.0,,,,,,,
2016-01-03,ATI,NO2,1,0.0,,,,,,,
2016-01-03,ATI,NOX,1,0.0,,,,,,,
2016-01-03,ATI,O3,1,0.0,,,,,,,
2016-01-03,ATI,PM10,2,69.0,59.88405797101449,50.115905726826085,4.0,25.0,39.0,77.0,215.0
2016-01-03,ATI,SO2,1,0.0,,,,,,,
2016-01-03,BJU,CO,15,0.0,,,,,,,
2016-01-03,BJU,O3,1,0.0,,,,,,,
2016-01-03,BJU,PM10,2,45.0,81.8,51.02076226222206,26.0,43.0,58.0,132.0,194.0
2016-01-03,BJU,PM2.5,2,45.0,62.733333333333334,48.578614823621905,13.0,24.0,42.0,107.0,170.0
2016-01-03,BJU,PMCO,2,45.0,19.066666666666666,5.323191114018324,9.0,15.0,18.0,22.0,39.0
2016-01-03,BJU,SO2,1,0.0,,,,,,,
2016-01-03,CAM,CO,15,69.0,1.03768115942029,0.3456032446723375,0.7,0.8,0.9,1.2,2.0
2016-01-03,CAM,NO,1,69.0,14.898550724637682,15.687335588579494,2.0,4.0,8.0,24.0,69.0
2016-01-03,CAM,NO2,1,69.0,28.92753623188406,9.173681730234515,15.0,22.0,27.0,33.0,52.0
2016-01-03,CAM,NOX,1,69.0,43.79710144927536,22.24369025545746,17.0,26.0,37.0,54.0,103.0
2016-01-03,CAM,O3,1,69.0,24.71014492753623,30.332520622784195,1.0,2.0,8.0,39.0,113.0
2016-01-03,CAM,PM10,2,69.0,80.47826086956522,60.84445179782628,22.0,43.0,55.0,81.0,239.0
2016-01-03,CAM,PM2.5,2,69.0,52.7536231884058,50.715876907562034,9.0,22.0,33.0,45.0,186.0
2016-01-03,CAM,PMCO,2,69.0,27.81159420289855,12.607508689757815,9.0,19.0,24.0,33.0,66.0
2016-01-03,CAM,SO2,1,69.0,17.202898550724637,15.486787262377721,2.0,4.0,12.0,22.0,66.0
2016-01-03,CCA,CO,15,48.0,0.7624999999999998,0.33366118628639213,0.4,0.5,0.6499999999999999,1.0,1.5
2016-01-03,CCA,NO,1,48.0,8.5,9.931681522901368,1.0,1.0,3.5,13.0,37.0
2016-01-03,CCA,NO2,1,48.0,25.125,10.315501658576045,10.0,17.0,21.0,34.25,48.0
2016-01-03,CCA,NOX,1,48.0,33.729166666666664,17.980769376639216,11.0,18.75,29.5,47.25,69.0
2016-01-03,CCA,O3,1,48.0,31.125,32.85404538062764,2.0,5.5,19.0,55.25,114.0
2016-01-03,CCA,PM2.5,2,47.0,46.91489361702128,36.396267001148225,11.0,20.0,26.0,87.5,121.0
2016-01-03,CCA,SO2,1,0.0,,,,,,,
2016-01-03,CHO,CO,15,69.0,0.8159420289855076,0.37636933847336934,0.4,0.5,0.7,1.0,2.1
2016-01-03,CHO,NO,1,0.0,,,,,,,
2016-01-03,CHO,NO2,1,0.0,,,,,,,
2016-01-03,CHO,NOX,1,0.0,,,,,,,
2016-01-03,CHO,O3,1,69.0,28.942028985507246,24.868409004415867,3.0,6.0,25.0,46.0,101.0
2016-01-03,CHO,PM10,2,68.0,64.82352941176471,46.04343866474081,6.0,33.25,46.0,87.5,218.0
2016-01-03,CHO,SO2,1,69.0,2.971014492753623,3.262852480362913,1.0,1.0,2.0,3.0,17.0
2016-01-03,COY,NO,1,69.0,11.652173913043478,12.783061042503407,0.0,3.0,7.0,18.0,54.0
2016-01-03,COY,NO2,1,69.0,28.91304347826087,10.795885831887105,11.0,21.0,29.0,38.0,54.0
2016-01-03,COY,NOX,1,69.0,40.57971014492754,20.43958514968489,11.0,26.0,34.0,56.0,83.0
2016-01-03,COY,O3,1,69.0,28.608695652173914,30.706972474794302,2.0,4.0,15.0,46.0,113.0
2016-01-03,COY,PM2.5,2,69.0,49.08695652173913,43.27332391508477,11.0,20.0,31.0,52.0,162.0
2016-01-03,CUA,CO,15,69.0,0.6231884057971014,0.2327235974386225,0.2,0.5,0.6,0.7,1.4
2016-01-03,CUA,NO,1,69.0,6.884057971014493,6.274449195146321,1.0,2.0,4.0,9.0,29.0
2016-01-03,CUA,NO2,1,69.0,21.81159420289855,8.763687382534215,6.0,15.0,22.0,28.0,41.0
2016-01-03,CUA,NOX,1,69.0,28.768115942028984,12.884264145638864,7.0,17.0,27.0,38.0,58.0
2016-01-03,CUA,O3,1,69.0,35.20289855072464,28.74255899110592,4.0,18.0,27.0,39.0,133.0
2016-01-03,CUA,PM10,2,69.0,51.73913043478261,34.04307486540486,5.0,25.0,44.0,62.0,157.0
2016-01-03,CUA,SO2,1,0.0,,,,,,,
2016-01-03,CUT,NO,1,69.0,12.217391304347826,17.0068062198789,0.0,1.0,5.0,17.0,93.0
2016-01-03,CUT,NO2,1,69.0,20.652173913043477,9.383693752456846,4.0,12.0,20.0,28.0,46.0
2016-01-03,CUT,NOX,1,69.0,32.869565217391305,22.816991245869083,5.0,15.0,25.0,44.0,114.0
2016-01-03,CUT,O3,1,69.0,21.52173913043478,16.19514151514744,2.0,7.0,19.0,29.0,63.0
2016-01-03,CUT,PM10,2,69.0,61.31884057971015,35.73163565905247,6.0,38.0,53.0,79.0,212.0
2016-01-03,CUT,SO2,1,69.0,16.115942028985508,15.736372472232132,2.0,5.0,10.0,22.0,66.0
2016-01-03,FAC,CO,15,69.0,0.7072463768115941,0.3675510531083963,0.3,0.4,0.6,0.9,1.7
2016-01-03,FAC,NO,1,69.0,13.130434782608695,12.326338423304433,0.0,2.0,9.0,22.0,41.0
2016-01-03,FAC,NO2,1,69.0,25.681159420289855,8.88404510679147,11.0,20.0,23.0,31.0,52.0
2016-01-03,FAC,NOX,1,69.0,38.81159420289855,18.77989801569662,11.0,23.0,34.0,52.0,82.0
2016-01-03,FAC,O3,1,69.0,27.565217391304348,28.66411892165861,2.0,5.0,18.0,43.0,117.0
2016-01-03,FAC,PM10,2,69.0,56.42028985507246,48.8931625789698,3.0,25.0,33.0,68.0,181.0
2016-01-03,FAC,SO2,1,69.0,10.028985507246377,10.279864691391433,2.0,3.0,8.0,13.0,69.0
2016-01-03,GAM,O3,1,69.0,25.91304347826087,31.129114011330852,1.0,3.0,11.0,40.0,124.0
2016-01-03,GAM,PM2.5,2,0.0,,,,,,,
2016-01-03,HGM,CO,15,69.0,0.894202898550725,0.2806945471771836,0.6,0.7,0.8,1.0,1.6
2016-01-03,HGM,NO,1,69.0,13.231884057971014,15.629106451008258,0.0,2.0,6.0,19.0,65.0
2016-01-03,HGM,NO2,1,69.0,32.94202898550725,11.047869182323604,15.0,25.0,32.0,39.0,63.0
2016-01-03,HGM,NOX,1,69.0,46.231884057971016,22.533076946840662,16.0,28.0,38.0,63.0,103.0
2016-01-03,HGM,O3,1,69.0,28.6231884057971,33.0579266321102,1.0,4.0,11.0,52.0,129.0
2016-01-03,HGM,PM10,2,69.0,65.95652173913044,47.87036255610768,20.0,36.0,45.0,67.0,196.0
2016-01-03,HGM,PM2.5,2,69.0,50.85507246376812,44.897686093370005,11.0,22.0,33.0,54.0,172.0
2016-01-03,HGM,PMCO,2,69.0,15.115942028985508,5.086129442166437,6.0,12.0,15.0,18.0,34.0
2016-01-03,HGM,SO2,1,69.0,17.07246376811594,13.990878163351873,2.0,4.0,12.0,26.0,60.0
2016-01-03,INN,CO,15,0.0,,,,,,,
2016-01-03,INN,O3,1,0.0,,,,,,,
2016-01-03,INN,PM10,2,0.0,,,,,,,
2016-01-03,INN,PM2.5,2,0.0,,,,,,,
2016-01-03,INN,PMCO,2,0.0,,,,,,,
2016-01-03,INN,SO2,1,0.0,,,,,,,
2016-01-03,IZT,CO,15,69.0,1.0231884057971015,0.35361366736305666,0.6,0.8,0.9,1.2,2.4
2016-01-03,IZT,NO,1,69.0,14.246376811594203,14.808985544456617,1.0,4.0,9.0,22.0,62.0
2016-01-03,IZT,NO2,1,69.0,29.318840579710145,10.769636994296386,12.0,21.0,28.0,35.0,58.0
2016-01-03,IZT,NOX,1,69.0,43.63768115942029,21.89545414443289,14.0,26.0,37.0,60.0,105.0
2016-01-03,IZT,O3,1,69.0,26.869565217391305,28.976619907759645,3.0,6.0,11.0,40.0,104.0
2016-01-03,IZT,PM10,2,69.0,65.23188405797102,61.48652289623078,15.0,32.0,39.0,65.0,342.0
2016-01-03,IZT,SO2,1,69.0,14.376811594202898,13.928495389029521,2.0,3.0,9.0,24.0,71.0
2016-01-03,LLA,CO,15,0.0,,,,,,,
2016-01-03,LLA,NO,1,0.0,,,,,,,
2016-01-03,LLA,NO2,1,0.0,,,,,,,
2016-01-03,LLA,NOX,1,0.0,,,,,,,
2016-01-03,LLA,O3,1,69.0,22.91304347826087,25.858062305386657,1.0,4.0,13.0,35.0,94.0
2016-01-03,LLA,SO2,1,69.0,26.18840579710145,31.945852792755996,2.0,3.0,8.0,42.0,117.0
2016-01-03,LPR,CO,15,0.0,,,,,,,
2016-01-03,LPR,NO,1,0.0,,,,,,,
2016-01-03,LPR,NO2,1,0.0,,,,,,,
2016-01-03,LPR,NOX,1,0.0,,,,,,,
2016-01-03,LPR,O3,1,0.0,,,,,,,
2016-01-03,LPR,SO2,1,0.0,,,,,,,
2016-01-03,MER,CO,15,69.0,0.8797101449275361,0.32565757464701867,0.5,0.7,0.8,1.0,1.8
2016-01-03,MER,NO,1,69.0,19.608695652173914,18.860336057844616,1.0,7.0,13.0,26.0,76.0
2016-01-03,MER,NO2,1,69.0,32.20289855072464,10.797030787572664,14.0,24.0,32.0,39.0,60.0
2016-01-03,MER,NOX,1,69.0,51.79710144927536,25.407606382008638,15.0,35.0,47.0,67.0,118.0
2016-01-03,MER,O3,1,69.0,21.565217391304348,27.313796482013817,1.0,2.0,8.0,32.0,101.0
2016-01-03,MER,PM10,2,66.0,82.06060606060606,56.271287606183385,16.0,48.0,63.5,94.5,240.0
